proyecto,tipo_obra,fase,actividad,material,cantidad_material,costo_unitario,costo_material,horas_trabajadas,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,duracion_estimada,duracion_real,retraso_dias,ciudad,clima
Proyecto_14,Industrial,Cimentación,Vaciado concreto,Arena,452,51730,23381960,75,1190625,24572585,31427612,6855027,27.89705275208123,21,30,9,Barranquilla,Lluvia
Proyecto_19,Residencial,Acabados,Instalación eléctrica,Arena,391,46940,18353540,190,2473420,20826960,20429768,-397192,-1.9071050215681982,20,28,8,Barranquilla,Soleado
Proyecto_16,Comercial,Acabados,Encofrado,Grava,145,64128,9298560,165,3098205,12396765,15071437,2674672,21.575564270194683,25,34,9,Cali,Lluvia
Proyecto_2,Residencial,Cimentación,Vaciado concreto,Arena,467,37322,17429374,22,246664,17676038,22139629,4463591,25.25221432540482,17,22,5,Cali,Nublado
Proyecto_19,Comercial,Estructura,Excavación,Ladrillo,346,52608,18202368,191,1963671,20166039,20401492,235453,1.1675718766585743,29,28,-1,Barranquilla,Nublado
Proyecto_6,Residencial,Cimentación,Pintura,Ladrillo,285,14448,4117680,180,2034360,6152040,5019914,-1132126,-18.402448618669577,20,17,-3,Barranquilla,Lluvia
Proyecto_14,Industrial,Estructura,Excavación,Grava,405,10701,4333905,34,635324,4969229,6796734,1827505,36.77642950244394,17,21,4,Cali,Lluvia
Proyecto_1,Residencial,Cimentación,Excavación,Ladrillo,286,10779,3082794,92,1816908,4899702,5568167,668465,13.642972572617682,5,2,-3,Medellín,Nublado
Proyecto_16,Comercial,Acabados,Encofrado,Grava,30,15169,455070,168,2388456,2843526,2295831,-547695,-19.261121579334954,5,7,2,Cali,Lluvia
Proyecto_3,Residencial,Estructura,Excavación,Ladrillo,249,50701,12624549,98,1786050,14410599,19952602,5542003,38.457825382553494,23,22,-1,Cali,Soleado
Proyecto_17,Industrial,Cimentación,Pintura,Arena,67,63002,4221134,143,1232803,5453937,6764809,1310872,24.035334474894007,14,17,3,Bogotá,Soleado
Proyecto_18,Comercial,Instalaciones,Instalación eléctrica,Grava,447,12205,5455635,47,799235,6254870,8238961,1984091,31.720739200015345,15,17,2,Cali,Lluvia
Proyecto_17,Comercial,Estructura,Encofrado,Ladrillo,224,16590,3716160,79,818914,4535074,4761676,226602,4.996654960867232,7,9,2,Barranquilla,Lluvia
Proyecto_19,Comercial,Estructura,Encofrado,Arena,150,69177,10376550,55,1018710,11395260,14518642,3123382,27.409484294346946,28,27,-1,Barranquilla,Soleado
Proyecto_16,Industrial,Acabados,Encofrado,Arena,149,67342,10033958,56,980672,11014630,12946715,1932085,17.54107945523363,28,37,9,Bogotá,Nublado
Proyecto_17,Industrial,Estructura,Instalación eléctrica,Ladrillo,238,22275,5301450,13,161694,5463144,7399463,1936319,35.44330883461978,16,21,5,Cali,Nublado
Proyecto_11,Industrial,Cimentación,Vaciado concreto,Grava,47,46522,2186534,125,2059000,4245534,4759294,513760,12.101186800058603,29,34,5,Medellín,Nublado
Proyecto_16,Comercial,Estructura,Pintura,Ladrillo,476,66351,31583076,186,1884924,33468000,45637823,12169823,36.36256424046851,15,12,-3,Barranquilla,Soleado
Proyecto_7,Comercial,Acabados,Pintura,Arena,481,77216,37140896,118,1659670,38800566,53404885,14604319,37.63944835237712,9,17,8,Cali,Nublado
Proyecto_5,Comercial,Acabados,Pintura,Arena,102,58601,5977302,33,418506,6395808,5391672,-1004136,-15.699908440028217,29,30,1,Barranquilla,Soleado
Proyecto_13,Industrial,Estructura,Pintura,Arena,478,31304,14963312,113,944228,15907540,17505025,1597485,10.042313267796278,16,23,7,Bogotá,Soleado
Proyecto_2,Industrial,Cimentación,Pintura,Cemento,361,75584,27285824,17,159528,27445352,30903352,3458000,12.599583346571762,18,23,5,Bogotá,Soleado
Proyecto_10,Comercial,Acabados,Excavación,Ladrillo,483,67097,32407851,171,3155121,35562972,33860792,-1702180,-4.7863828703630285,22,31,9,Medellín,Lluvia
Proyecto_8,Residencial,Estructura,Excavación,Acero,407,51729,21053703,19,154033,21207736,27674908,6467172,30.494400722453353,7,13,6,Medellín,Lluvia
Proyecto_20,Comercial,Cimentación,Instalación eléctrica,Grava,351,46903,16462953,78,928512,17391465,14802611,-2588854,-14.885772992671981,10,11,1,Cali,Lluvia
Proyecto_14,Comercial,Estructura,Vaciado concreto,Grava,497,67375,33485375,174,2718750,36204125,47904907,11700782,32.31891946014439,27,36,9,Bogotá,Lluvia
Proyecto_8,Residencial,Instalaciones,Encofrado,Cemento,94,46625,4382750,49,813253,5196003,5329447,133444,2.568204829750868,28,28,0,Barranquilla,Soleado
Proyecto_8,Comercial,Cimentación,Vaciado concreto,Ladrillo,198,18902,3742596,163,2837504,6580100,8438355,1858255,28.240528259448944,22,26,4,Barranquilla,Soleado
Proyecto_12,Residencial,Estructura,Excavación,Cemento,337,26647,8980039,79,987105,9967144,13061668,3094524,31.0472488407913,15,16,1,Cali,Lluvia
Proyecto_5,Industrial,Cimentación,Excavación,Grava,267,45638,12185346,194,3168602,15353948,20209074,4855126,31.62135237139008,9,15,6,Bogotá,Lluvia
Proyecto_11,Industrial,Instalaciones,Instalación eléctrica,Arena,211,61830,13046130,163,2210932,15257062,12724576,-2532486,-16.59877897854777,7,7,0,Bogotá,Nublado
Proyecto_15,Comercial,Estructura,Excavación,Cemento,482,22829,11003578,40,336520,11340098,10101973,-1238125,-10.918115522458448,15,24,9,Cali,Nublado
Proyecto_12,Comercial,Estructura,Encofrado,Ladrillo,361,55764,20130804,162,1461726,21592530,17585087,-4007443,-18.55939530939635,21,20,-1,Barranquilla,Soleado
Proyecto_16,Industrial,Cimentación,Encofrado,Arena,144,24306,3500064,110,1160500,4660564,5575623,915059,19.63408291357012,18,26,8,Barranquilla,Nublado
Proyecto_1,Industrial,Cimentación,Pintura,Grava,288,17924,5162112,33,608388,5770500,7241098,1470598,25.48475868642232,21,18,-3,Bogotá,Soleado
Proyecto_15,Residencial,Instalaciones,Vaciado concreto,Grava,254,26750,6794500,70,857080,7651580,9353884,1702304,22.247744910201554,10,9,-1,Barranquilla,Soleado
Proyecto_16,Residencial,Cimentación,Instalación eléctrica,Arena,142,74981,10647302,136,2010216,12657518,17686234,5028716,39.729084327590925,14,12,-2,Barranquilla,Lluvia
Proyecto_10,Comercial,Cimentación,Instalación eléctrica,Ladrillo,146,77808,11359968,108,1075464,12435432,11700827,-734605,-5.907354083074878,13,19,6,Barranquilla,Soleado
Proyecto_4,Residencial,Acabados,Encofrado,Grava,276,28209,7785684,98,1493422,9279106,10166348,887242,9.561718553489959,21,23,2,Cali,Soleado
Proyecto_11,Comercial,Acabados,Vaciado concreto,Ladrillo,475,61778,29344550,111,1675212,31019762,37300492,6280730,20.24751189257996,26,32,6,Barranquilla,Nublado
Proyecto_8,Industrial,Cimentación,Instalación eléctrica,Ladrillo,22,16383,360426,14,179802,540228,717573,177345,32.82780603745085,12,11,-1,Bogotá,Lluvia
Proyecto_2,Industrial,Cimentación,Pintura,Cemento,32,41136,1316352,14,121548,1437900,1764355,326455,22.70359552124626,10,8,-2,Bogotá,Nublado
Proyecto_4,Residencial,Acabados,Pintura,Arena,334,40760,13613840,54,616842,14230682,13230455,-1000227,-7.028665245980481,6,15,9,Bogotá,Soleado
Proyecto_11,Residencial,Instalaciones,Pintura,Cemento,321,56362,18092202,138,1672560,19764762,24855647,5090885,25.757380736484457,12,9,-3,Cali,Soleado
Proyecto_5,Residencial,Instalaciones,Pintura,Arena,237,54906,13012722,107,1378909,14391631,12731115,-1660516,-11.538066811190475,12,17,5,Barranquilla,Nublado
Proyecto_20,Industrial,Instalaciones,Vaciado concreto,Grava,60,10683,640980,43,592454,1233434,986805,-246629,-19.995313896000923,25,24,-1,Cali,Lluvia
Proyecto_16,Industrial,Cimentación,Vaciado concreto,Arena,141,36133,5094753,191,2626250,7721003,9253340,1532337,19.84634638789805,23,30,7,Cali,Soleado
Proyecto_2,Industrial,Cimentación,Excavación,Grava,432,18410,7953120,11,109505,8062625,7917005,-145620,-1.8061115331545248,8,10,2,Barranquilla,Lluvia
Proyecto_3,Comercial,Cimentación,Instalación eléctrica,Arena,205,23156,4746980,142,2130426,6877406,6416134,-461272,-6.7070636806958905,20,29,9,Medellín,Lluvia
Proyecto_8,Comercial,Estructura,Vaciado concreto,Grava,386,34530,13328580,43,661426,13990006,15959467,1969461,14.077627986721378,10,14,4,Bogotá,Soleado
Proyecto_18,Industrial,Estructura,Encofrado,Cemento,272,41711,11345392,78,1151748,12497140,12854043,356903,2.855877424754784,10,12,2,Medellín,Nublado
Proyecto_18,Industrial,Cimentación,Vaciado concreto,Ladrillo,280,60508,16942240,90,786960,17729200,24052359,6323159,35.66522460122284,19,18,-1,Cali,Soleado
Proyecto_15,Comercial,Cimentación,Encofrado,Ladrillo,266,36481,9703946,85,682975,10386921,13964306,3577385,34.44124587064829,7,9,2,Cali,Nublado
Proyecto_19,Industrial,Instalaciones,Vaciado concreto,Acero,385,65049,25043865,62,637360,25681225,25298119,-383106,-1.4917746330247097,17,17,0,Cali,Lluvia
Proyecto_4,Residencial,Acabados,Excavación,Arena,203,10580,2147740,121,1132560,3280300,3286697,6397,0.19501265128189496,11,14,3,Barranquilla,Soleado
Proyecto_16,Residencial,Instalaciones,Vaciado concreto,Cemento,354,56366,19953564,15,139185,20092749,25680430,5587681,27.809440111952828,13,15,2,Medellín,Nublado
Proyecto_15,Residencial,Estructura,Excavación,Grava,171,41308,7063668,48,607488,7671156,7173249,-497907,-6.490638438326636,5,7,2,Cali,Soleado
Proyecto_11,Industrial,Estructura,Vaciado concreto,Ladrillo,58,51511,2987638,89,1567112,4554750,5933138,1378388,30.262648883034192,13,11,-2,Bogotá,Soleado
Proyecto_16,Industrial,Instalaciones,Pintura,Grava,297,46290,13748130,33,482229,14230359,12045388,-2184971,-15.35429288888636,21,28,7,Medellín,Nublado
Proyecto_8,Comercial,Acabados,Encofrado,Arena,496,68454,33953184,138,1160166,35113350,29182019,-5931331,-16.891954199755933,20,27,7,Medellín,Nublado
Proyecto_17,Industrial,Instalaciones,Instalación eléctrica,Ladrillo,104,25602,2662608,193,1598812,4261420,5921056,1659636,38.945609679402644,26,32,6,Barranquilla,Lluvia
Proyecto_5,Industrial,Acabados,Instalación eléctrica,Ladrillo,367,31645,11613715,59,591062,12204777,10398657,-1806120,-14.79846784582791,15,23,8,Cali,Nublado
Proyecto_15,Residencial,Acabados,Instalación eléctrica,Cemento,179,60736,10871744,173,2452794,13324538,17686438,4361900,32.735844199626285,15,15,0,Cali,Nublado
Proyecto_16,Residencial,Acabados,Excavación,Ladrillo,190,54451,10345690,94,766006,11111696,12801778,1690082,15.209937348897954,15,23,8,Bogotá,Lluvia
Proyecto_11,Residencial,Acabados,Vaciado concreto,Cemento,93,73739,6857727,137,2209947,9067674,12423184,3355510,37.005190085130984,27,31,4,Cali,Soleado
Proyecto_15,Comercial,Estructura,Pintura,Arena,380,16336,6207680,131,2028404,8236084,8829436,593352,7.20429757637246,26,25,-1,Bogotá,Lluvia
Proyecto_10,Industrial,Cimentación,Pintura,Arena,182,60458,11003356,67,716096,11719452,12882752,1163300,9.926232045662204,9,11,2,Barranquilla,Nublado
Proyecto_18,Comercial,Instalaciones,Pintura,Ladrillo,274,37401,10247874,163,2324380,12572254,10421899,-2150355,-17.103973559554237,16,24,8,Barranquilla,Soleado
Proyecto_4,Industrial,Cimentación,Pintura,Ladrillo,365,65184,23792160,21,258804,24050964,29792644,5741680,23.872972409754553,6,15,9,Medellín,Lluvia
Proyecto_9,Industrial,Estructura,Instalación eléctrica,Cemento,334,47772,15955848,113,2117394,18073242,15999484,-2073758,-11.474189301509934,10,12,2,Cali,Nublado
Proyecto_5,Industrial,Cimentación,Encofrado,Cemento,61,11992,731512,42,621978,1353490,1086765,-266725,-19.706462552364627,27,24,-3,Medellín,Lluvia
Proyecto_8,Comercial,Instalaciones,Pintura,Cemento,452,53728,24285056,168,2888424,27173480,32077978,4904498,18.048840266318482,18,16,-2,Barranquilla,Soleado
Proyecto_20,Residencial,Estructura,Instalación eléctrica,Arena,459,70727,32463693,79,1546741,34010434,45732247,11721813,34.465343782440414,27,27,0,Bogotá,Soleado
Proyecto_8,Residencial,Instalaciones,Excavación,Ladrillo,380,33236,12629680,38,727472,13357152,17366648,4009496,30.017596565495396,8,7,-1,Bogotá,Soleado
Proyecto_1,Residencial,Instalaciones,Excavación,Cemento,497,78867,39196899,158,2872124,42069023,34210057,-7858966,-18.6811231627604,26,30,4,Bogotá,Lluvia
Proyecto_17,Residencial,Estructura,Excavación,Acero,449,75514,33905786,173,3311739,37217525,38613989,1396464,3.7521678295372944,19,22,3,Barranquilla,Lluvia
Proyecto_13,Industrial,Estructura,Encofrado,Ladrillo,229,20245,4636105,197,1921341,6557446,7271261,713815,10.885564288291508,13,20,7,Bogotá,Lluvia
Proyecto_10,Residencial,Instalaciones,Vaciado concreto,Arena,320,49123,15719360,118,1033326,16752686,16308323,-444363,-2.6524880845973,27,30,3,Bogotá,Nublado
Proyecto_11,Residencial,Acabados,Vaciado concreto,Arena,418,74660,31207880,105,2069760,33277640,41887870,8610230,25.873920145779568,23,26,3,Medellín,Nublado
Proyecto_19,Comercial,Estructura,Pintura,Ladrillo,386,74664,28820304,43,369155,29189459,33202809,4013350,13.749312722788046,12,14,2,Bogotá,Lluvia
Proyecto_8,Residencial,Instalaciones,Encofrado,Cemento,382,79821,30491622,29,474614,30966236,38864309,7898073,25.50543437051891,18,19,1,Cali,Soleado
Proyecto_14,Industrial,Instalaciones,Vaciado concreto,Cemento,436,59845,26092420,160,3117760,29210180,28791078,-419102,-1.4347806141557498,5,11,6,Cali,Nublado
Proyecto_8,Industrial,Acabados,Vaciado concreto,Cemento,229,34573,7917217,51,936513,8853730,8313150,-540580,-6.105675235183363,25,26,1,Medellín,Soleado
Proyecto_12,Industrial,Estructura,Encofrado,Acero,495,40694,20143530,55,681065,20824595,19220687,-1603908,-7.701988922233542,6,13,7,Barranquilla,Lluvia
Proyecto_13,Residencial,Acabados,Excavación,Acero,54,79094,4271076,34,315724,4586800,5933710,1346910,29.36491671753728,12,18,6,Barranquilla,Lluvia
Proyecto_6,Comercial,Cimentación,Encofrado,Arena,257,60086,15442102,98,949032,16391134,13969072,-2422062,-14.776659137799738,19,28,9,Barranquilla,Lluvia
Proyecto_13,Comercial,Instalaciones,Excavación,Acero,141,44676,6299316,188,2973408,9272724,11715073,2442349,26.339067139278598,8,11,3,Medellín,Lluvia
Proyecto_4,Comercial,Acabados,Vaciado concreto,Ladrillo,477,40906,19512162,37,442520,19954682,16432377,-3522305,-17.651521582754363,15,21,6,Bogotá,Lluvia
Proyecto_16,Residencial,Cimentación,Excavación,Acero,255,77004,19636020,184,1589208,21225228,25983026,4757798,22.415768631554865,11,14,3,Cali,Nublado
Proyecto_2,Residencial,Acabados,Encofrado,Acero,135,24826,3351510,165,1688280,5039790,6583107,1543317,30.622644991160346,23,25,2,Cali,Nublado
Proyecto_13,Industrial,Acabados,Excavación,Acero,195,35506,6923670,19,214567,7138237,8418000,1279763,17.928278369014645,11,14,3,Barranquilla,Soleado
Proyecto_18,Residencial,Estructura,Excavación,Ladrillo,168,41697,7005096,171,2465478,9470574,10317651,847077,8.944304748582294,26,32,6,Barranquilla,Nublado
Proyecto_3,Comercial,Cimentación,Encofrado,Cemento,193,18181,3508933,24,193272,3702205,3154427,-547778,-14.795993198647833,24,24,0,Cali,Soleado
Proyecto_12,Industrial,Acabados,Encofrado,Grava,39,60102,2343978,28,348684,2692662,2620507,-72155,-2.6796902099112327,24,24,0,Bogotá,Nublado
Proyecto_20,Industrial,Estructura,Vaciado concreto,Grava,226,36643,8281318,158,1582054,9863372,8561128,-1302244,-13.202827592835392,27,24,-3,Barranquilla,Lluvia
Proyecto_9,Industrial,Estructura,Vaciado concreto,Ladrillo,250,14148,3537000,167,2318962,5855962,6820812,964850,16.476370577541317,18,19,1,Medellín,Soleado
Proyecto_14,Comercial,Cimentación,Vaciado concreto,Ladrillo,348,38403,13364244,198,1947924,15312168,19321512,4009344,26.184038733117347,18,23,5,Bogotá,Lluvia
Proyecto_10,Residencial,Acabados,Pintura,Acero,359,18063,6484617,45,856350,7340967,8173784,832817,11.344786047941641,12,20,8,Barranquilla,Nublado
Proyecto_2,Residencial,Estructura,Vaciado concreto,Ladrillo,123,76560,9416880,125,2236625,11653505,9785396,-1868109,-16.030447491977736,13,19,6,Bogotá,Nublado
Proyecto_10,Comercial,Cimentación,Encofrado,Grava,266,24455,6505030,140,1758120,8263150,7616517,-646633,-7.82550238105323,6,15,9,Cali,Nublado
Proyecto_2,Industrial,Estructura,Instalación eléctrica,Grava,285,25506,7269210,110,1445950,8715160,7268287,-1446873,-16.601795033022917,24,27,3,Cali,Soleado
Proyecto_1,Comercial,Instalaciones,Vaciado concreto,Grava,205,48835,10011175,154,2381302,12392477,10698192,-1694285,-13.671883353102046,9,7,-2,Cali,Lluvia
Proyecto_16,Comercial,Estructura,Instalación eléctrica,Arena,136,34256,4658816,29,278081,4936897,6174111,1237214,25.060559294633855,16,24,8,Barranquilla,Lluvia
Proyecto_1,Industrial,Cimentación,Vaciado concreto,Cemento,12,50860,610320,33,494571,1104891,1366467,261576,23.67437149908905,27,26,-1,Barranquilla,Lluvia
Proyecto_9,Residencial,Cimentación,Excavación,Ladrillo,265,43432,11509480,40,780520,12290000,16394123,4104123,33.3940032546786,21,18,-3,Bogotá,Nublado
Proyecto_17,Comercial,Instalaciones,Excavación,Cemento,354,49109,17384586,31,423770,17808356,16508388,-1299968,-7.299764223042262,19,18,-1,Cali,Soleado
Proyecto_4,Comercial,Cimentación,Pintura,Cemento,107,56010,5993070,79,909685,6902755,7787082,884327,12.811218129572902,20,23,3,Medellín,Nublado
Proyecto_1,Industrial,Acabados,Encofrado,Ladrillo,334,25438,8496292,129,1197636,9693928,9235187,-458741,-4.7322509513171545,14,23,9,Medellín,Lluvia
Proyecto_4,Industrial,Estructura,Vaciado concreto,Cemento,428,50511,21618708,164,2836052,24454760,20509676,-3945084,-16.13217222332176,29,33,4,Barranquilla,Soleado
Proyecto_16,Residencial,Estructura,Encofrado,Arena,300,54433,16329900,133,1841784,18171684,22867299,4695615,25.840285358252984,19,25,6,Cali,Nublado
Proyecto_18,Residencial,Acabados,Instalación eléctrica,Acero,295,24054,7095930,164,2752740,9848670,13367867,3519197,35.73271314806974,21,21,0,Barranquilla,Soleado
Proyecto_9,Industrial,Acabados,Encofrado,Cemento,414,45576,18868464,78,872742,19741206,25878029,6136823,31.086363214081246,27,35,8,Medellín,Nublado
Proyecto_7,Comercial,Estructura,Vaciado concreto,Cemento,193,18589,3587677,111,2042067,5629744,4791998,-837746,-14.880712160268745,17,14,-3,Medellín,Nublado
Proyecto_17,Industrial,Acabados,Pintura,Ladrillo,198,46072,9122256,139,2758733,11880989,11173645,-707344,-5.953578443680067,11,20,9,Barranquilla,Lluvia
Proyecto_11,Industrial,Cimentación,Pintura,Acero,299,28954,8657246,126,1944558,10601804,9907183,-694621,-6.551913240425875,14,14,0,Barranquilla,Nublado
Proyecto_12,Comercial,Instalaciones,Instalación eléctrica,Ladrillo,351,71750,25184250,63,599886,25784136,28623939,2839803,11.013760554164003,28,31,3,Cali,Nublado
Proyecto_19,Residencial,Estructura,Instalación eléctrica,Arena,257,25321,6507497,98,1913352,8420849,9461717,1040868,12.360606394913386,9,15,6,Barranquilla,Soleado
Proyecto_12,Comercial,Estructura,Encofrado,Ladrillo,276,54642,15081192,36,681876,15763068,17658298,1895230,12.023230503097492,21,22,1,Bogotá,Nublado
Proyecto_14,Comercial,Cimentación,Excavación,Acero,397,13500,5359500,184,3626640,8986140,8531796,-454344,-5.0560529882686005,11,20,9,Cali,Lluvia
Proyecto_10,Comercial,Instalaciones,Vaciado concreto,Cemento,44,11023,485012,75,628500,1113512,1150494,36982,3.3212035433834575,10,16,6,Bogotá,Soleado
Proyecto_11,Industrial,Estructura,Encofrado,Acero,459,16742,7684578,25,371275,8055853,11274615,3218762,39.95557019225649,29,34,5,Cali,Lluvia
Proyecto_7,Industrial,Cimentación,Vaciado concreto,Ladrillo,340,36790,12508600,47,799329,13307929,18033781,4725852,35.51155104599671,29,26,-3,Barranquilla,Lluvia
Proyecto_18,Industrial,Instalaciones,Pintura,Arena,490,50331,24662190,192,2651136,27313326,38038964,10725638,39.268882888887276,20,27,7,Barranquilla,Soleado
Proyecto_6,Industrial,Acabados,Excavación,Grava,313,27936,8743968,127,2228723,10972691,13676382,2703691,24.640181702009105,21,23,2,Barranquilla,Nublado
Proyecto_14,Residencial,Instalaciones,Encofrado,Cemento,297,33613,9983061,67,1230388,11213449,15369067,4155618,37.05923128557503,17,14,-3,Medellín,Lluvia
Proyecto_10,Comercial,Instalaciones,Instalación eléctrica,Ladrillo,402,21365,8588730,134,2243696,10832426,14382761,3550335,32.77506811493566,29,37,8,Cali,Soleado
Proyecto_14,Comercial,Instalaciones,Instalación eléctrica,Ladrillo,142,19968,2835456,41,718197,3553653,4760976,1207323,33.974138724293,27,32,5,Medellín,Nublado
Proyecto_20,Industrial,Acabados,Instalación eléctrica,Acero,450,28729,12928050,87,1438545,14366595,14228265,-138330,-0.9628586314293679,5,8,3,Medellín,Nublado
Proyecto_13,Residencial,Cimentación,Vaciado concreto,Acero,355,28405,10083775,120,1704000,11787775,10893762,-894013,-7.584238755829663,25,31,6,Barranquilla,Lluvia
Proyecto_16,Industrial,Instalaciones,Encofrado,Grava,138,14888,2054544,166,3055894,5110438,4696464,-413974,-8.100558112631443,22,31,9,Cali,Soleado
Proyecto_18,Residencial,Estructura,Instalación eléctrica,Cemento,137,41958,5748246,70,1225840,6974086,9148479,2174393,31.178178760628995,7,8,1,Bogotá,Lluvia
Proyecto_7,Comercial,Acabados,Vaciado concreto,Grava,205,24419,5005895,190,2266320,7272215,7343723,71508,0.983304261493919,22,28,6,Cali,Soleado
Proyecto_19,Residencial,Estructura,Vaciado concreto,Grava,208,54139,11260912,55,523270,11784182,11083530,-700652,-5.945699073554703,27,31,4,Cali,Soleado
Proyecto_9,Residencial,Cimentación,Instalación eléctrica,Acero,271,18479,5007809,111,1220445,6228254,5102032,-1126222,-18.08246741382095,10,13,3,Bogotá,Lluvia
Proyecto_8,Residencial,Acabados,Encofrado,Ladrillo,18,66120,1190160,92,775836,1965996,2391761,425765,21.656453014146518,8,17,9,Barranquilla,Soleado
Proyecto_17,Industrial,Instalaciones,Encofrado,Acero,82,32787,2688534,87,1633338,4321872,5180305,858433,19.86252716415479,5,4,-1,Medellín,Lluvia
Proyecto_16,Comercial,Estructura,Pintura,Cemento,205,35332,7243060,160,3016160,10259220,13400544,3141324,30.619520782281697,11,12,1,Bogotá,Lluvia
Proyecto_15,Comercial,Estructura,Encofrado,Ladrillo,247,61862,15279914,123,1102203,16382117,17714840,1332723,8.135230629838622,14,21,7,Medellín,Nublado
Proyecto_20,Comercial,Instalaciones,Encofrado,Ladrillo,353,71652,25293156,13,173641,25466797,28884688,3417891,13.420969272264587,13,13,0,Barranquilla,Lluvia
Proyecto_11,Industrial,Acabados,Pintura,Cemento,318,38230,12157140,54,821772,12978912,10755430,-2223482,-17.13149761705758,17,15,-2,Bogotá,Lluvia
Proyecto_16,Residencial,Estructura,Encofrado,Grava,90,64807,5832630,123,1011429,6844059,8671152,1827093,26.69604397039827,20,22,2,Medellín,Soleado
Proyecto_11,Residencial,Cimentación,Instalación eléctrica,Acero,210,28183,5918430,124,1779896,7698326,7047159,-651167,-8.458553197149614,21,21,0,Medellín,Nublado
Proyecto_14,Industrial,Cimentación,Pintura,Arena,199,51845,10317155,154,1729112,12046267,15093060,3046793,25.292424615858174,23,30,7,Barranquilla,Soleado
Proyecto_7,Industrial,Estructura,Encofrado,Arena,398,23294,9271012,37,514670,9785682,10009970,224288,2.2920017225166323,18,20,2,Bogotá,Nublado
Proyecto_7,Residencial,Acabados,Pintura,Cemento,33,46991,1550703,92,1030400,2581103,2654883,73780,2.8584678720686467,10,19,9,Bogotá,Nublado
Proyecto_1,Comercial,Estructura,Encofrado,Acero,51,72685,3706935,116,1900196,5607131,4791630,-815501,-14.543997634440858,19,18,-1,Bogotá,Soleado
Proyecto_14,Comercial,Estructura,Encofrado,Grava,461,67104,30934944,126,1223082,32158026,26606134,-5551892,-17.264405470659174,18,24,6,Cali,Nublado
Proyecto_6,Comercial,Cimentación,Pintura,Arena,317,17484,5542428,188,3073424,8615852,9949752,1333900,15.48192796255089,20,19,-1,Medellín,Nublado
Proyecto_5,Comercial,Acabados,Instalación eléctrica,Acero,182,43427,7903714,99,1829322,9733036,12376343,2643307,27.158093322576843,24,29,5,Bogotá,Lluvia
Proyecto_8,Comercial,Estructura,Encofrado,Ladrillo,288,47533,13689504,153,2976003,16665507,14378975,-2286532,-13.720146647803755,10,15,5,Bogotá,Lluvia
Proyecto_19,Industrial,Instalaciones,Vaciado concreto,Arena,228,67190,15319320,51,826659,16145979,14322734,-1823245,-11.292254251042937,13,11,-2,Barranquilla,Soleado
Proyecto_13,Industrial,Instalaciones,Excavación,Grava,198,67739,13412322,73,1225232,14637554,18827813,4190259,28.626770565628657,9,13,4,Bogotá,Nublado
Proyecto_5,Comercial,Instalaciones,Encofrado,Ladrillo,218,31901,6954418,25,457425,7411843,6054490,-1357353,-18.313299404749937,24,30,6,Medellín,Lluvia
Proyecto_1,Comercial,Instalaciones,Encofrado,Ladrillo,134,69831,9357354,145,1614140,10971494,14572184,3600690,32.81859334745113,9,18,9,Bogotá,Soleado
Proyecto_5,Comercial,Cimentación,Excavación,Grava,46,15724,723304,155,1262630,1985934,2699672,713738,35.939663654481976,29,36,7,Bogotá,Lluvia
Proyecto_8,Comercial,Estructura,Encofrado,Arena,491,67084,32938244,195,3360045,36298289,38574763,2276474,6.271573847461516,23,32,9,Cali,Soleado
Proyecto_16,Comercial,Instalaciones,Instalación eléctrica,Cemento,281,47565,13365765,189,2335662,15701427,17410900,1709473,10.887373485225261,20,28,8,Barranquilla,Nublado
Proyecto_19,Comercial,Estructura,Encofrado,Cemento,38,59062,2244356,122,1953952,4198308,5108789,910481,21.686855752365002,27,34,7,Cali,Nublado
Proyecto_5,Residencial,Acabados,Encofrado,Ladrillo,149,41010,6110490,126,1484910,7595400,6302239,-1293161,-17.025581272875687,14,19,5,Barranquilla,Lluvia
Proyecto_12,Residencial,Cimentación,Encofrado,Grava,134,72671,9737914,81,826767,10564681,11505724,941043,8.907443584903321,27,29,2,Cali,Nublado
Proyecto_1,Industrial,Acabados,Excavación,Cemento,234,25645,6000930,111,1082361,7083291,6221149,-862142,-12.171489213135532,19,28,9,Cali,Soleado
Proyecto_15,Comercial,Acabados,Vaciado concreto,Acero,263,54253,14268539,75,855150,15123689,19185880,4062191,26.859789301406558,19,24,5,Cali,Lluvia
Proyecto_18,Industrial,Estructura,Pintura,Cemento,128,64045,8197760,155,2068010,10265770,11145408,879638,8.568650963347125,25,34,9,Barranquilla,Lluvia
Proyecto_3,Industrial,Cimentación,Pintura,Cemento,364,43458,15818712,192,2731200,18549912,20710922,2161010,11.649704861133573,26,30,4,Bogotá,Soleado
Proyecto_4,Comercial,Cimentación,Excavación,Ladrillo,108,36412,3932496,76,1440656,5373152,6915724,1542572,28.70888446855775,11,19,8,Bogotá,Nublado
Proyecto_9,Comercial,Acabados,Excavación,Ladrillo,126,61571,7757946,149,1793811,9551757,9690828,139071,1.45597296916159,5,13,8,Barranquilla,Nublado
Proyecto_20,Comercial,Estructura,Excavación,Grava,359,73340,26329060,172,1978688,28307748,32717448,4409700,15.577713917758487,24,29,5,Cali,Lluvia
