proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,11,350000,3850000,27,31,27,-4,130000,4030000,3510000,520000,12.903225806451612,Bogotá,Nublado,Ahorro,2025-08-29,2025-03-21,240,-161
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Acueducto,Punto agua,Punto,19,140000,2660000,12,12,12,0,120000,1440000,1440000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-05,2025-01-13,247,-235
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,91,4500,409500,17,20,17,-3,130000,2600000,2210000,390000,15.0,Bogotá,Soleado,Ahorro,2025-10-22,2025-01-26,294,-269
1,Urbanización Los Almendros,Residencial,Acabados,Enchape,Cerámica,m2,15,50000,750000,13,14,13,-1,105000,1470000,1365000,105000,7.142857142857142,Bogotá,Nublado,Ahorro,2025-08-27,2025-01-29,238,-210
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,26,25,26,1,130000,3250000,3380000,-130000,-4.0,Bogotá,Nublado,Sobrecosto,2025-08-31,2025-03-06,242,-178
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,21,20,21,1,130000,2600000,2730000,-130000,-5.0,Bogotá,Lluvia,Sobrecosto,2025-09-11,2025-03-05,253,-190
4,Conjunto Horizonte Verde,Residencial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,15,18,15,-3,130000,2340000,1950000,390000,16.666666666666664,Bogotá,Nublado,Ahorro,2025-09-07,2025-02-25,249,-194
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,19,25,19,-6,130000,3250000,2470000,780000,24.0,Bogotá,Soleado,Ahorro,2025-09-09,2025-02-14,251,-207
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,20,22,20,-2,130000,2860000,2600000,260000,9.090909090909092,Bogotá,Soleado,Ahorro,2025-10-11,2025-03-19,283,-206
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,14,200000,2800000,6,8,6,-2,110000,880000,660000,220000,25.0,Bogotá,Soleado,Ahorro,2025-08-29,2025-02-19,240,-191
5,Residencial Jardines del Sur,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,8,300000,2400000,6,6,6,0,100000,600000,600000,0,0.0,Bogotá,Nublado,En presupuesto,2025-10-16,2025-02-20,288,-238
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,16,120000,1920000,12,15,12,-3,120000,1800000,1440000,360000,20.0,Bogotá,Soleado,Ahorro,2025-10-11,2025-02-15,283,-238
3,Residencial Altos del Norte,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,11,120000,1320000,18,16,18,2,120000,1920000,2160000,-240000,-12.5,Bogotá,Lluvia,Sobrecosto,2025-10-24,2025-02-02,296,-264
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,12,12,12,0,110000,1320000,1320000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-11,2025-02-19,253,-204
9,Centro Empresarial Nova,Comercial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,4,300000,1200000,6,7,6,-1,100000,700000,600000,100000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-09-22,2025-01-09,264,-256
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,21,22,21,-1,130000,2860000,2730000,130000,4.545454545454546,Bogotá,Soleado,Ahorro,2025-09-10,2025-03-18,252,-176
6,Centro Comercial Plaza Central,Comercial,Acabados,Pintura,Pintura,Galón,5,90000,450000,18,23,18,-5,90000,2070000,1620000,450000,21.73913043478261,Bogotá,Soleado,Ahorro,2025-08-30,2025-03-07,241,-176
5,Residencial Jardines del Sur,Residencial,Acabados,Enchape,Cerámica,m2,37,50000,1850000,10,11,10,-1,105000,1155000,1050000,105000,9.090909090909092,Bogotá,Soleado,Ahorro,2025-10-17,2025-02-02,289,-257
8,Mall Gran Avenida,Comercial,Estructura,Vaciado,Concreto,m3,15,350000,5250000,29,36,29,-7,130000,4680000,3770000,910000,19.444444444444446,Bogotá,Nublado,Ahorro,2025-09-09,2025-02-25,251,-196
1,Urbanización Los Almendros,Residencial,Instalaciones,Acueducto,Punto agua,Punto,7,140000,980000,11,13,11,-2,120000,1560000,1320000,240000,15.384615384615383,Bogotá,Soleado,Ahorro,2025-09-05,2025-01-14,247,-234
9,Centro Empresarial Nova,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,6,120000,720000,18,18,18,0,120000,2160000,2160000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-30,2025-01-23,272,-250
1,Urbanización Los Almendros,Residencial,Instalaciones,Acueducto,Punto agua,Punto,17,140000,2380000,13,12,13,1,120000,1440000,1560000,-120000,-8.333333333333332,Bogotá,Lluvia,Sobrecosto,2025-09-05,2025-03-03,247,-186
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,14,200000,2800000,5,4,5,1,110000,440000,550000,-110000,-25.0,Bogotá,Lluvia,Sobrecosto,2025-09-18,2025-02-19,260,-211
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,14,200000,2800000,11,10,11,1,110000,1100000,1210000,-110000,-10.0,Bogotá,Nublado,Sobrecosto,2025-09-24,2025-02-18,266,-218
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,19,17,19,2,130000,2210000,2470000,-260000,-11.76470588235294,Bogotá,Lluvia,Sobrecosto,2025-09-14,2025-03-20,256,-178
4,Conjunto Horizonte Verde,Residencial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,24,20,24,4,130000,2600000,3120000,-520000,-20.0,Bogotá,Nublado,Sobrecosto,2025-09-11,2025-03-22,253,-173
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,1,250000,250000,3,3,3,0,95000,285000,285000,0,0.0,Bogotá,Nublado,En presupuesto,2025-10-13,2025-02-15,285,-240
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,6,300000,1800000,7,9,7,-2,100000,900000,700000,200000,22.22222222222222,Bogotá,Soleado,Ahorro,2025-10-28,2025-02-21,300,-249
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,106,4500,477000,24,22,24,2,130000,2860000,3120000,-260000,-9.090909090909092,Bogotá,Lluvia,Sobrecosto,2025-09-05,2025-03-15,247,-174
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,113,4500,508500,17,20,17,-3,130000,2600000,2210000,390000,15.0,Bogotá,Nublado,Ahorro,2025-10-18,2025-02-19,290,-241
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,21,21,21,0,130000,2730000,2730000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-13,2025-03-07,255,-190
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,24,31,24,-7,130000,4030000,3120000,910000,22.58064516129032,Bogotá,Soleado,Ahorro,2025-09-06,2025-02-23,248,-195
3,Residencial Altos del Norte,Residencial,Estructura,Armado,Acero,Kg,113,4500,508500,24,22,24,2,130000,2860000,3120000,-260000,-9.090909090909092,Bogotá,Lluvia,Sobrecosto,2025-10-28,2025-03-14,300,-228
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,14,120000,1680000,11,11,11,0,120000,1320000,1320000,0,0.0,Bogotá,Soleado,En presupuesto,2025-10-19,2025-03-02,291,-231
6,Centro Comercial Plaza Central,Comercial,Cimentación,Armado,Acero,Kg,93,4500,418500,29,35,29,-6,130000,4550000,3770000,780000,17.142857142857142,Bogotá,Soleado,Ahorro,2025-09-09,2025-03-03,251,-190
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,21,27,21,-6,130000,3510000,2730000,780000,22.22222222222222,Bogotá,Soleado,Ahorro,2025-09-29,2025-03-07,271,-206
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Pintura,Pintura,Galón,14,90000,1260000,14,14,14,0,90000,1260000,1260000,0,0.0,Bogotá,Nublado,En presupuesto,2025-09-17,2025-01-28,259,-232
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,9,200000,1800000,14,14,14,0,110000,1540000,1540000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-15,2025-01-23,257,-235
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación closet,MDF,Unidad,20,200000,4000000,5,6,5,-1,110000,660000,550000,110000,16.666666666666664,Bogotá,Nublado,Ahorro,2025-09-03,2025-02-28,245,-187
8,Mall Gran Avenida,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,6,180000,1080000,12,12,12,0,120000,1440000,1440000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-20,2025-02-09,262,-223
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Acueducto,Punto agua,Punto,6,140000,840000,18,23,18,-5,120000,2760000,2160000,600000,21.73913043478261,Bogotá,Soleado,Ahorro,2025-09-11,2025-02-23,253,-200
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,14,140000,1960000,17,19,17,-2,120000,2280000,2040000,240000,10.526315789473683,Bogotá,Soleado,Ahorro,2025-09-15,2025-02-10,257,-217
1,Urbanización Los Almendros,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,15,120000,1800000,19,18,19,1,120000,2160000,2280000,-120000,-5.555555555555555,Bogotá,Lluvia,Sobrecosto,2025-09-04,2025-02-26,246,-190
3,Residencial Altos del Norte,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,4,300000,1200000,7,8,7,-1,100000,800000,700000,100000,12.5,Bogotá,Soleado,Ahorro,2025-10-26,2025-02-21,298,-247
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,8,200000,1600000,6,6,6,0,110000,660000,660000,0,0.0,Bogotá,Soleado,En presupuesto,2025-10-15,2025-03-07,287,-222
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,22,50000,1100000,16,21,16,-5,105000,2205000,1680000,525000,23.809523809523807,Bogotá,Soleado,Ahorro,2025-09-04,2025-02-14,246,-202
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Pintura,Pintura,Galón,10,90000,900000,18,18,18,0,90000,1620000,1620000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-16,2025-03-12,258,-188
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,19,150000,2850000,19,22,19,-3,120000,2640000,2280000,360000,13.636363636363637,Bogotá,Nublado,Ahorro,2025-09-17,2025-03-13,259,-188
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Estuco,Estuco plástico,Bulto,25,30000,750000,10,13,10,-3,95000,1235000,950000,285000,23.07692307692308,Bogotá,Soleado,Ahorro,2025-09-15,2025-02-24,257,-203
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,11,200000,2200000,9,9,9,0,110000,990000,990000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-10,2025-01-22,252,-231
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,14,15,14,-1,110000,1650000,1540000,110000,6.666666666666667,Bogotá,Soleado,Ahorro,2025-10-24,2025-02-27,296,-239
5,Residencial Jardines del Sur,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,13,16,13,-3,120000,1920000,1560000,360000,18.75,Bogotá,Nublado,Ahorro,2025-10-29,2025-02-05,301,-266
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,15,350000,5250000,18,21,18,-3,130000,2730000,2340000,390000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-11-02,2025-03-01,305,-246
8,Mall Gran Avenida,Comercial,Estructura,Armado,Acero,Kg,114,4500,513000,28,35,28,-7,130000,4550000,3640000,910000,20.0,Bogotá,Soleado,Ahorro,2025-09-14,2025-02-06,256,-220
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,5,180000,900000,17,19,17,-2,120000,2280000,2040000,240000,10.526315789473683,Bogotá,Soleado,Ahorro,2025-09-21,2025-02-27,263,-206
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,15,200000,3000000,6,7,6,-1,110000,770000,660000,110000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-10-04,2025-01-10,276,-267
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,10,11,10,-1,110000,1210000,1100000,110000,9.090909090909092,Bogotá,Soleado,Ahorro,2025-10-28,2025-02-05,300,-265
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,16,200000,3200000,8,8,8,0,110000,880000,880000,0,0.0,Bogotá,Nublado,En presupuesto,2025-10-22,2025-03-09,294,-227
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,4,250000,1000000,6,7,6,-1,95000,665000,570000,95000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-09-14,2025-01-09,256,-248
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,19,140000,2660000,19,17,19,2,120000,2040000,2280000,-240000,-11.76470588235294,Bogotá,Lluvia,Sobrecosto,2025-09-17,2025-02-18,259,-211
9,Centro Empresarial Nova,Comercial,Instalaciones,Gas,Punto gas,Punto,18,130000,2340000,17,16,17,1,120000,1920000,2040000,-120000,-6.25,Bogotá,Lluvia,Sobrecosto,2025-09-26,2025-02-24,268,-214
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,26,27,26,-1,130000,3510000,3380000,130000,3.7037037037037033,Bogotá,Nublado,Ahorro,2025-09-13,2025-02-16,255,-209
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,94,4500,423000,28,27,28,1,130000,3510000,3640000,-130000,-3.7037037037037033,Bogotá,Lluvia,Sobrecosto,2025-10-29,2025-02-14,301,-257
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,27,31,27,-4,130000,4030000,3510000,520000,12.903225806451612,Bogotá,Nublado,Ahorro,2025-09-27,2025-03-08,269,-203
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,85,4500,382500,15,13,15,2,130000,1690000,1950000,-260000,-15.384615384615383,Bogotá,Lluvia,Sobrecosto,2025-09-29,2025-03-10,271,-203
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,108,4500,486000,16,16,16,0,130000,2080000,2080000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-21,2025-03-12,263,-193
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,102,4500,459000,15,17,15,-2,130000,2210000,1950000,260000,11.76470588235294,Bogotá,Soleado,Ahorro,2025-10-31,2025-03-08,303,-237
3,Residencial Altos del Norte,Residencial,Instalaciones,Gas,Punto gas,Punto,11,130000,1430000,13,12,13,1,120000,1440000,1560000,-120000,-8.333333333333332,Bogotá,Lluvia,Sobrecosto,2025-11-01,2025-01-14,304,-291
9,Centro Empresarial Nova,Comercial,Instalaciones,Acueducto,Punto agua,Punto,10,140000,1400000,10,10,10,0,120000,1200000,1200000,0,0.0,Bogotá,Soleado,En presupuesto,2025-10-04,2025-01-14,276,-263
8,Mall Gran Avenida,Comercial,Acabados,Cielorraso,Drywall,Lámina,18,40000,720000,10,13,10,-3,100000,1300000,1000000,300000,23.07692307692308,Bogotá,Soleado,Ahorro,2025-09-17,2025-02-21,259,-208
5,Residencial Jardines del Sur,Residencial,Acabados,Pintura,Pintura,Galón,7,90000,630000,14,17,14,-3,90000,1530000,1260000,270000,17.647058823529413,Bogotá,Soleado,Ahorro,2025-10-25,2025-03-01,297,-238
9,Centro Empresarial Nova,Comercial,Instalaciones,Eléctrica,Punto eléctrico,Punto,13,120000,1560000,16,15,16,1,120000,1800000,1920000,-120000,-6.666666666666667,Bogotá,Nublado,Sobrecosto,2025-10-02,2025-03-09,274,-207
8,Mall Gran Avenida,Comercial,Instalaciones,Gas,Punto gas,Punto,8,130000,1040000,18,19,18,-1,120000,2280000,2160000,120000,5.263157894736842,Bogotá,Soleado,Ahorro,2025-09-17,2025-03-07,259,-194
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,10,350000,3500000,27,31,27,-4,130000,4030000,3510000,520000,12.903225806451612,Bogotá,Soleado,Ahorro,2025-11-01,2025-03-05,304,-241
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,21,24,21,-3,130000,3120000,2730000,390000,12.5,Bogotá,Soleado,Ahorro,2025-09-20,2025-02-24,262,-208
9,Centro Empresarial Nova,Comercial,Estructura,Vaciado,Concreto,m3,14,350000,4900000,21,19,21,2,130000,2470000,2730000,-260000,-10.526315789473683,Bogotá,Nublado,Sobrecosto,2025-10-08,2025-03-09,280,-213
5,Residencial Jardines del Sur,Residencial,Acabados,Estuco,Estuco plástico,Bulto,19,30000,570000,14,14,14,0,95000,1330000,1330000,0,0.0,Bogotá,Soleado,En presupuesto,2025-10-25,2025-01-31,297,-267
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Cielorraso,Drywall,Lámina,15,40000,600000,11,13,11,-2,100000,1300000,1100000,200000,15.384615384615383,Bogotá,Soleado,Ahorro,2025-09-19,2025-01-21,261,-241
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,16,40000,640000,16,18,16,-2,100000,1800000,1600000,200000,11.11111111111111,Bogotá,Nublado,Ahorro,2025-11-02,2025-01-29,305,-277
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,30,40000,1200000,13,16,13,-3,100000,1600000,1300000,300000,18.75,Bogotá,Soleado,Ahorro,2025-10-27,2025-02-15,299,-254
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,91,4500,409500,18,17,18,1,130000,2210000,2340000,-130000,-5.88235294117647,Bogotá,Nublado,Sobrecosto,2025-11-01,2025-02-19,304,-255
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,27,28,27,-1,130000,3640000,3510000,130000,3.571428571428571,Bogotá,Soleado,Ahorro,2025-10-17,2025-03-01,289,-230
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,22,50000,1100000,12,13,12,-1,105000,1365000,1260000,105000,7.6923076923076925,Bogotá,Soleado,Ahorro,2025-09-17,2025-01-19,259,-241
0,Conjunto Residencial Marsella,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,12,120000,1440000,16,18,16,-2,120000,2160000,1920000,240000,11.11111111111111,Bogotá,Soleado,Ahorro,2025-10-24,2025-01-22,296,-275
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Gas,Punto gas,Punto,20,130000,2600000,18,20,18,-2,120000,2400000,2160000,240000,10.0,Bogotá,Nublado,Ahorro,2025-09-14,2025-02-18,256,-208
3,Residencial Altos del Norte,Residencial,Instalaciones,Gas,Punto gas,Punto,13,130000,1690000,13,16,13,-3,120000,1920000,1560000,360000,18.75,Bogotá,Soleado,Ahorro,2025-11-05,2025-02-09,308,-269
5,Residencial Jardines del Sur,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,16,120000,1920000,11,13,11,-2,120000,1560000,1320000,240000,15.384615384615383,Bogotá,Soleado,Ahorro,2025-11-05,2025-02-01,308,-277
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,24,30000,720000,8,8,8,0,95000,760000,760000,0,0.0,Bogotá,Soleado,En presupuesto,2025-10-23,2025-03-02,295,-235
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,29,50000,1450000,11,12,11,-1,105000,1260000,1155000,105000,8.333333333333332,Bogotá,Soleado,Ahorro,2025-09-11,2025-02-24,253,-199
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Armado,Acero,Kg,112,4500,504000,29,29,29,0,130000,3770000,3770000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-19,2025-03-28,261,-175
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,112,4500,504000,25,28,25,-3,130000,3640000,3250000,390000,10.714285714285714,Bogotá,Soleado,Ahorro,2025-11-04,2025-02-05,307,-272
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,16,17,16,-1,130000,2210000,2080000,130000,5.88235294117647,Bogotá,Soleado,Ahorro,2025-09-16,2025-02-15,258,-213
4,Conjunto Horizonte Verde,Residencial,Estructura,Vaciado,Concreto,m3,11,350000,3850000,18,22,18,-4,130000,2860000,2340000,520000,18.181818181818183,Bogotá,Soleado,Ahorro,2025-09-13,2025-02-22,255,-203
1,Urbanización Los Almendros,Residencial,Instalaciones,Gas,Punto gas,Punto,13,130000,1690000,14,13,14,1,120000,1560000,1680000,-120000,-7.6923076923076925,Bogotá,Nublado,Sobrecosto,2025-09-02,2025-01-21,244,-224
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,29,30000,870000,12,14,12,-2,95000,1330000,1140000,190000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-09-10,2025-01-14,252,-239
7,Edificio Corporativo Torre Norte,Comercial,Acabados,Enchape,Cerámica,m2,19,50000,950000,12,13,12,-1,105000,1365000,1260000,105000,7.6923076923076925,Bogotá,Soleado,Ahorro,2025-09-18,2025-03-10,260,-192
0,Conjunto Residencial Marsella,Residencial,Estructura,Vaciado,Concreto,m3,10,350000,3500000,28,33,28,-5,130000,4290000,3640000,650000,15.151515151515152,Bogotá,Soleado,Ahorro,2025-10-27,2025-02-02,299,-267
1,Urbanización Los Almendros,Residencial,Acabados,Enchape,Cerámica,m2,42,50000,2100000,11,12,11,-1,105000,1260000,1155000,105000,8.333333333333332,Bogotá,Soleado,Ahorro,2025-09-02,2025-01-25,244,-220
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,94,4500,423000,28,28,28,0,130000,3640000,3640000,0,0.0,Bogotá,Nublado,En presupuesto,2025-09-04,2025-02-27,246,-189
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,5,350000,1750000,24,29,24,-5,130000,3770000,3120000,650000,17.24137931034483,Bogotá,Soleado,Ahorro,2025-11-06,2025-01-27,309,-283
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,17,140000,2380000,14,13,14,1,120000,1560000,1680000,-120000,-7.6923076923076925,Bogotá,Lluvia,Sobrecosto,2025-09-23,2025-01-26,265,-240
5,Residencial Jardines del Sur,Residencial,Instalaciones,Acueducto,Punto agua,Punto,6,140000,840000,14,14,14,0,120000,1680000,1680000,0,0.0,Bogotá,Soleado,En presupuesto,2025-11-03,2025-01-27,306,-280
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Gas,Punto gas,Punto,12,130000,1560000,15,18,15,-3,120000,2160000,1800000,360000,16.666666666666664,Bogotá,Nublado,Ahorro,2025-09-22,2025-02-05,264,-229
5,Residencial Jardines del Sur,Residencial,Instalaciones,Acueducto,Punto agua,Punto,5,140000,700000,19,17,19,2,120000,2040000,2280000,-240000,-11.76470588235294,Bogotá,Lluvia,Sobrecosto,2025-11-04,2025-03-11,307,-238
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Acueducto,Punto agua,Punto,20,140000,2800000,11,11,11,0,120000,1320000,1320000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-23,2025-02-22,265,-213
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación closet,MDF,Unidad,6,200000,1200000,7,7,7,0,110000,770000,770000,0,0.0,Bogotá,Nublado,En presupuesto,2025-09-22,2025-03-02,264,-204
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,16,200000,3200000,5,6,5,-1,110000,660000,550000,110000,16.666666666666664,Bogotá,Nublado,Ahorro,2025-10-24,2025-01-22,296,-275
5,Residencial Jardines del Sur,Residencial,Cimentación,Vaciado,Concreto,m3,15,350000,5250000,16,15,16,1,130000,1950000,2080000,-130000,-6.666666666666667,Bogotá,Lluvia,Sobrecosto,2025-11-09,2025-03-05,312,-249
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,21,18,21,3,130000,2340000,2730000,-390000,-16.666666666666664,Bogotá,Lluvia,Sobrecosto,2025-10-29,2025-03-13,301,-230
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,5,350000,1750000,15,19,15,-4,130000,2470000,1950000,520000,21.052631578947366,Bogotá,Soleado,Ahorro,2025-11-08,2025-02-18,311,-263
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,83,4500,373500,18,23,18,-5,130000,2990000,2340000,650000,21.73913043478261,Bogotá,Nublado,Ahorro,2025-09-25,2025-03-12,267,-197
3,Residencial Altos del Norte,Residencial,Acabados,Pintura,Pintura,Galón,15,90000,1350000,14,14,14,0,90000,1260000,1260000,0,0.0,Bogotá,Soleado,En presupuesto,2025-11-04,2025-02-25,307,-252
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,35,40000,1400000,14,16,14,-2,100000,1600000,1400000,200000,12.5,Bogotá,Soleado,Ahorro,2025-11-02,2025-02-04,305,-271
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,11,150000,1650000,16,19,16,-3,120000,2280000,1920000,360000,15.789473684210526,Bogotá,Soleado,Ahorro,2025-09-30,2025-03-13,272,-201
8,Mall Gran Avenida,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,6,150000,900000,12,13,12,-1,120000,1560000,1440000,120000,7.6923076923076925,Bogotá,Soleado,Ahorro,2025-09-23,2025-01-27,265,-239
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,9,150000,1350000,18,21,18,-3,120000,2520000,2160000,360000,14.285714285714285,Bogotá,Soleado,Ahorro,2025-09-27,2025-03-03,269,-208
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,10,12,10,-2,110000,1320000,1100000,220000,16.666666666666664,Bogotá,Soleado,Ahorro,2025-10-30,2025-03-05,302,-239
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,3,3,3,0,95000,285000,285000,0,0.0,Bogotá,Soleado,En presupuesto,2025-09-23,2025-01-29,265,-237
