proyecto,nombre_proyecto,tipo_proyecto,fase,actividad,material,unidad_medida,cantidad_material,costo_unitario,costo_material,dias_trabajados,duracion_estimada,duracion_real,retraso_dias,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,ciudad,clima,estado_costo,fecha_inicio,fecha_fin,offset_inicio,duracion_calculada,costo_total
6,Centro Comercial Plaza Central,Comercial,Acabados,Cielorraso,Drywall,Lámina,19,40000,760000,16,19,16,-3,100000.0,1900000.0,1600000.0,300000.0,-16.0,Bogotá,Soleado,Ahorro,2025-07-15,2025-01-19,195,-177,860000.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Estuco,Estuco plástico,Bulto,16,30000,480000,14,13,14,1,95000.0,1235000.0,1330000.0,-95000.0,8.0,Bogotá,Lluvia,Sobrecosto,2025-07-09,2025-03-04,189,-127,575000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,5,5,5,0,95000.0,475000.0,475000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-07-16,2025-02-25,196,-141,2345000.0
7,Edificio Corporativo Torre Norte,Comercial,Equipamiento,Instalación closet,MDF,Unidad,18,200000,3600000,7,7,7,0,110000.0,770000.0,770000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-07-23,2025-02-07,203,-166,3710000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Estructura,Vaciado,Concreto,m3,12,350000,4200000,18,16,18,2,130000.0,2080000.0,2340000.0,-260000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-07-23,2025-02-02,203,-171,4330000.0
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Gas,Punto gas,Punto,6,130000,780000,16,15,16,1,120000.0,1800000.0,1920000.0,-120000.0,7.0,Bogotá,Nublado,Sobrecosto,2025-07-20,2025-01-26,200,-175,900000.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Acueducto,Punto agua,Punto,7,140000,980000,11,11,11,0,120000.0,1320000.0,1320000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-08-21,2025-02-03,232,-199,1100000.0
1,Urbanización Los Almendros,Residencial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,27,27,27,0,130000.0,3510000.0,3510000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-07-13,2025-03-22,193,-113,3280000.0
5,Residencial Jardines del Sur,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,14,150000,2100000,12,11,12,1,120000.0,1320000.0,1440000.0,-120000.0,9.0,Bogotá,Nublado,Sobrecosto,2025-08-24,2025-02-22,235,-183,2220000.0
1,Urbanización Los Almendros,Residencial,Estructura,Armado,Acero,Kg,102,4500,459000,20,19,20,1,130000.0,2470000.0,2600000.0,-130000.0,5.0,Bogotá,Nublado,Sobrecosto,2025-07-14,2025-03-01,194,-135,589000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,13,150000,1950000,16,14,16,2,120000.0,1680000.0,1920000.0,-240000.0,14.0,Bogotá,Nublado,Sobrecosto,2025-07-25,2025-02-18,205,-157,2070000.0
5,Residencial Jardines del Sur,Residencial,Instalaciones,Acueducto,Punto agua,Punto,7,140000,980000,13,14,13,-1,120000.0,1680000.0,1560000.0,120000.0,-7.0,Bogotá,Soleado,Ahorro,2025-08-18,2025-02-23,229,-176,1100000.0
5,Residencial Jardines del Sur,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,12,150000,1800000,14,12,14,2,120000.0,1440000.0,1680000.0,-240000.0,17.0,Bogotá,Lluvia,Sobrecosto,2025-08-19,2025-03-05,230,-167,1920000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,17,180000,3060000,18,23,18,-5,120000.0,2760000.0,2160000.0,600000.0,-22.0,Bogotá,Soleado,Ahorro,2025-07-25,2025-02-21,205,-154,3180000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,8,10,8,-2,110000.0,1100000.0,880000.0,220000.0,-20.0,Bogotá,Nublado,Ahorro,2025-07-14,2025-01-14,194,-181,3110000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,9,300000,2700000,5,5,5,0,100000.0,500000.0,500000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-08-27,2025-01-12,238,-227,2800000.0
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,84,4500,378000,28,31,28,-3,130000.0,4030000.0,3640000.0,390000.0,-10.0,Bogotá,Nublado,Ahorro,2025-07-15,2025-01-29,195,-167,508000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,17,18,17,-1,130000.0,2340000.0,2210000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-08-25,2025-02-13,236,-193,2230000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Acueducto,Punto agua,Punto,13,140000,1820000,18,23,18,-5,120000.0,2760000.0,2160000.0,600000.0,-22.0,Bogotá,Soleado,Ahorro,2025-08-01,2025-02-08,212,-174,1940000.0
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,5,120000,600000,12,13,12,-1,120000.0,1560000.0,1440000.0,120000.0,-8.0,Bogotá,Nublado,Ahorro,2025-07-24,2025-01-19,204,-186,720000.0
1,Urbanización Los Almendros,Residencial,Cimentación,Armado,Acero,Kg,111,4500,499500,24,27,24,-3,130000.0,3510000.0,3120000.0,390000.0,-11.0,Bogotá,Soleado,Ahorro,2025-07-10,2025-03-08,190,-124,629500.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,92,4500,414000,16,21,16,-5,130000.0,2730000.0,2080000.0,650000.0,-24.0,Bogotá,Nublado,Ahorro,2025-08-26,2025-02-09,237,-198,544000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,6,350000,2100000,25,32,25,-7,130000.0,4160000.0,3250000.0,910000.0,-22.0,Bogotá,Soleado,Ahorro,2025-07-20,2025-03-19,200,-123,2230000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,81,4500,364500,17,18,17,-1,130000.0,2340000.0,2210000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-07-28,2025-02-26,208,-152,494500.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Gas,Punto gas,Punto,20,130000,2600000,18,20,18,-2,120000.0,2400000.0,2160000.0,240000.0,-10.0,Bogotá,Soleado,Ahorro,2025-07-20,2025-02-02,200,-168,2720000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Gas,Punto gas,Punto,8,130000,1040000,16,19,16,-3,120000.0,2280000.0,1920000.0,360000.0,-16.0,Bogotá,Nublado,Ahorro,2025-07-20,2025-02-20,200,-150,1160000.0
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,16,17,16,-1,130000.0,2210000.0,2080000.0,130000.0,-6.0,Bogotá,Soleado,Ahorro,2025-07-18,2025-03-15,198,-125,5030000.0
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,25,23,25,2,130000.0,2990000.0,3250000.0,-260000.0,9.0,Bogotá,Lluvia,Sobrecosto,2025-07-21,2025-02-16,201,-155,5030000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,14,200000,2800000,12,15,12,-3,110000.0,1650000.0,1320000.0,330000.0,-20.0,Bogotá,Soleado,Ahorro,2025-08-25,2025-02-11,236,-195,2910000.0
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación closet,MDF,Unidad,8,200000,1600000,9,10,9,-1,110000.0,1100000.0,990000.0,110000.0,-10.0,Bogotá,Soleado,Ahorro,2025-07-25,2025-02-12,205,-163,1710000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,89,4500,400500,17,19,17,-2,130000.0,2470000.0,2210000.0,260000.0,-11.0,Bogotá,Nublado,Ahorro,2025-08-25,2025-02-15,236,-191,530500.0
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,27,27,27,0,130000.0,3510000.0,3510000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-07-22,2025-02-15,202,-157,2580000.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Gas,Punto gas,Punto,10,130000,1300000,14,14,14,0,120000.0,1680000.0,1680000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-09-01,2025-02-16,243,-197,1420000.0
6,Centro Comercial Plaza Central,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,16,180000,2880000,11,14,11,-3,120000.0,1680000.0,1320000.0,360000.0,-21.0,Bogotá,Nublado,Ahorro,2025-07-20,2025-01-31,200,-170,3000000.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,10,150000,1500000,11,12,11,-1,120000.0,1440000.0,1320000.0,120000.0,-8.0,Bogotá,Soleado,Ahorro,2025-08-28,2025-02-22,239,-187,1620000.0
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,8,120000,960000,14,14,14,0,120000.0,1680000.0,1680000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-07-23,2025-03-07,203,-138,1080000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,5,150000,750000,16,16,16,0,120000.0,1920000.0,1920000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-08-05,2025-01-17,216,-200,870000.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,21,22,21,-1,130000.0,2860000.0,2730000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-07-29,2025-02-02,209,-177,4680000.0
3,Residencial Altos del Norte,Residencial,Cimentación,Armado,Acero,Kg,103,4500,463500,22,24,22,-2,130000.0,3120000.0,2860000.0,260000.0,-8.0,Bogotá,Soleado,Ahorro,2025-08-29,2025-03-02,240,-180,593500.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,88,4500,396000,16,15,16,1,130000.0,1950000.0,2080000.0,-130000.0,7.0,Bogotá,Lluvia,Sobrecosto,2025-07-30,2025-02-05,210,-175,526000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,13,350000,4550000,22,25,22,-3,130000.0,3250000.0,2860000.0,390000.0,-12.0,Bogotá,Soleado,Ahorro,2025-07-30,2025-01-29,210,-182,4680000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,3,300000,900000,7,8,7,-1,100000.0,800000.0,700000.0,100000.0,-13.0,Bogotá,Nublado,Ahorro,2025-07-29,2025-02-09,209,-170,1000000.0
4,Conjunto Horizonte Verde,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,20,200000,4000000,12,12,12,0,110000.0,1320000.0,1320000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-07-31,2025-03-02,211,-151,4110000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Vaciado,Concreto,m3,14,350000,4900000,18,19,18,-1,130000.0,2470000.0,2340000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-07-30,2025-01-30,210,-181,5030000.0
8,Mall Gran Avenida,Comercial,Cimentación,Armado,Acero,Kg,110,4500,495000,26,30,26,-4,130000.0,3900000.0,3380000.0,520000.0,-13.0,Bogotá,Soleado,Ahorro,2025-07-10,2025-01-27,190,-164,625000.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,18,120000,2160000,19,19,19,0,120000.0,2280000.0,2280000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-08-31,2025-02-07,242,-205,2280000.0
1,Urbanización Los Almendros,Residencial,Instalaciones,Contra incendio,Punto incendio,Punto,10,180000,1800000,17,22,17,-5,120000.0,2640000.0,2040000.0,600000.0,-23.0,Bogotá,Soleado,Ahorro,2025-07-21,2025-03-15,201,-128,1920000.0
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,9,350000,3150000,29,33,29,-4,130000.0,4290000.0,3770000.0,520000.0,-12.0,Bogotá,Soleado,Ahorro,2025-09-06,2025-03-22,248,-168,3280000.0
5,Residencial Jardines del Sur,Residencial,Instalaciones,Acueducto,Punto agua,Punto,13,140000,1820000,12,15,12,-3,120000.0,1800000.0,1440000.0,360000.0,-20.0,Bogotá,Soleado,Ahorro,2025-08-30,2025-02-25,241,-186,1940000.0
7,Edificio Corporativo Torre Norte,Comercial,Instalaciones,Contra incendio,Punto incendio,Punto,20,180000,3600000,18,17,18,1,120000.0,2040000.0,2160000.0,-120000.0,6.0,Bogotá,Lluvia,Sobrecosto,2025-07-26,2025-02-20,206,-156,3720000.0
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,113,4500,508500,24,25,24,-1,130000.0,3250000.0,3120000.0,130000.0,-4.0,Bogotá,Soleado,Ahorro,2025-08-06,2025-01-31,217,-187,638500.0
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,82,4500,369000,21,21,21,0,130000.0,2730000.0,2730000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-07-18,2025-03-21,198,-119,499000.0
1,Urbanización Los Almendros,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,8,200000,1600000,13,12,13,1,110000.0,1320000.0,1430000.0,-110000.0,8.0,Bogotá,Lluvia,Sobrecosto,2025-07-14,2025-03-13,194,-123,1710000.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,19,200000,3800000,8,8,8,0,110000.0,880000.0,880000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-08-06,2025-02-20,217,-167,3910000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,1,250000,250000,6,7,6,-1,95000.0,665000.0,570000.0,95000.0,-14.0,Bogotá,Soleado,Ahorro,2025-08-31,2025-01-10,242,-233,345000.0
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,20,200000,4000000,5,5,5,0,110000.0,550000.0,550000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-07-08,2025-02-05,188,-153,4110000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,2,250000,500000,3,4,3,-1,95000.0,380000.0,285000.0,95000.0,-25.0,Bogotá,Soleado,Ahorro,2025-09-03,2025-01-27,245,-219,595000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,10,200000,2000000,11,13,11,-2,110000.0,1430000.0,1210000.0,220000.0,-15.0,Bogotá,Nublado,Ahorro,2025-07-21,2025-01-28,201,-174,2110000.0
5,Residencial Jardines del Sur,Residencial,Equipamiento,Instalación closet,MDF,Unidad,10,200000,2000000,7,7,7,0,110000.0,770000.0,770000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-08-30,2025-01-13,241,-229,2110000.0
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,6,200000,1200000,8,10,8,-2,110000.0,1100000.0,880000.0,220000.0,-20.0,Bogotá,Soleado,Ahorro,2025-08-02,2025-02-02,213,-181,1310000.0
0,Conjunto Residencial Marsella,Residencial,Acabados,Estuco,Estuco plástico,Bulto,30,30000,900000,12,11,12,1,95000.0,1045000.0,1140000.0,-95000.0,9.0,Bogotá,Nublado,Sobrecosto,2025-08-02,2025-01-23,213,-191,995000.0
3,Residencial Altos del Norte,Residencial,Estructura,Vaciado,Concreto,m3,8,350000,2800000,25,25,25,0,130000.0,3250000.0,3250000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-09-01,2025-02-25,243,-188,2930000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,18,16,18,2,130000.0,2080000.0,2340000.0,-260000.0,13.0,Bogotá,Lluvia,Sobrecosto,2025-07-28,2025-02-01,208,-177,2930000.0
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,10,350000,3500000,25,30,25,-5,130000.0,3900000.0,3250000.0,650000.0,-17.0,Bogotá,Soleado,Ahorro,2025-07-07,2025-02-09,187,-148,3630000.0
9,Centro Empresarial Nova,Comercial,Acabados,Pintura,Pintura,Galón,9,90000,810000,17,16,17,1,90000.0,1440000.0,1530000.0,-90000.0,6.0,Bogotá,Nublado,Sobrecosto,2025-08-05,2025-03-15,216,-143,900000.0
4,Conjunto Horizonte Verde,Residencial,Acabados,Cielorraso,Drywall,Lámina,15,40000,600000,15,19,15,-4,100000.0,1900000.0,1500000.0,400000.0,-21.0,Bogotá,Soleado,Ahorro,2025-07-25,2025-03-15,205,-132,700000.0
5,Residencial Jardines del Sur,Residencial,Acabados,Estuco,Estuco plástico,Bulto,29,30000,870000,9,9,9,0,95000.0,855000.0,855000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-08-28,2025-02-11,239,-198,965000.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Enchape,Cerámica,m2,17,50000,850000,13,17,13,-4,105000.0,1785000.0,1365000.0,420000.0,-24.0,Bogotá,Nublado,Ahorro,2025-07-21,2025-02-26,201,-145,955000.0
7,Edificio Corporativo Torre Norte,Comercial,Cimentación,Armado,Acero,Kg,105,4500,472500,29,37,29,-8,130000.0,4810000.0,3770000.0,1040000.0,-22.0,Bogotá,Soleado,Ahorro,2025-07-27,2025-03-14,207,-135,602500.0
8,Mall Gran Avenida,Comercial,Cimentación,Armado,Acero,Kg,97,4500,436500,24,27,24,-3,130000.0,3510000.0,3120000.0,390000.0,-11.0,Bogotá,Soleado,Ahorro,2025-07-14,2025-01-28,194,-167,566500.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,20,23,20,-3,130000.0,2990000.0,2600000.0,390000.0,-13.0,Bogotá,Soleado,Ahorro,2025-08-09,2025-01-21,220,-200,4330000.0
9,Centro Empresarial Nova,Comercial,Cimentación,Vaciado,Concreto,m3,9,350000,3150000,19,22,19,-3,130000.0,2860000.0,2470000.0,390000.0,-14.0,Bogotá,Soleado,Ahorro,2025-08-05,2025-03-15,216,-143,3280000.0
9,Centro Empresarial Nova,Comercial,Instalaciones,Sanitaria,Punto sanitario,Punto,7,150000,1050000,13,14,13,-1,120000.0,1680000.0,1560000.0,120000.0,-7.0,Bogotá,Soleado,Ahorro,2025-08-07,2025-03-05,218,-155,1170000.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,6,200000,1200000,9,9,9,0,110000.0,990000.0,990000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-08-11,2025-01-26,222,-197,1310000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación cocina,MDF,Unidad,5,200000,1000000,13,16,13,-3,110000.0,1760000.0,1430000.0,330000.0,-19.0,Bogotá,Soleado,Ahorro,2025-09-09,2025-02-18,251,-203,1110000.0
7,Edificio Corporativo Torre Norte,Comercial,Estructura,Vaciado,Concreto,m3,14,350000,4900000,27,28,27,-1,130000.0,3640000.0,3510000.0,130000.0,-4.0,Bogotá,Soleado,Ahorro,2025-07-24,2025-03-16,204,-130,5030000.0
1,Urbanización Los Almendros,Residencial,Instalaciones,Sanitaria,Punto sanitario,Punto,18,150000,2700000,18,19,18,-1,120000.0,2280000.0,2160000.0,120000.0,-5.0,Bogotá,Soleado,Ahorro,2025-07-21,2025-02-18,201,-153,2820000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Instalaciones,Gas,Punto gas,Punto,8,130000,1040000,13,14,13,-1,120000.0,1680000.0,1560000.0,120000.0,-7.0,Bogotá,Soleado,Ahorro,2025-08-02,2025-02-10,213,-173,1160000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,3,250000,750000,6,6,6,0,95000.0,570000.0,570000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-08-01,2025-01-25,212,-188,845000.0
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,8,200000,1600000,5,5,5,0,110000.0,550000.0,550000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-07-09,2025-03-05,189,-126,1710000.0
9,Centro Empresarial Nova,Comercial,Equipamiento,Instalación closet,MDF,Unidad,5,200000,1000000,8,7,8,1,110000.0,770000.0,880000.0,-110000.0,14.0,Bogotá,Lluvia,Sobrecosto,2025-08-07,2025-02-10,218,-178,1110000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Instalación closet,MDF,Unidad,11,200000,2200000,6,7,6,-1,110000.0,770000.0,660000.0,110000.0,-14.0,Bogotá,Soleado,Ahorro,2025-09-03,2025-01-21,245,-225,2310000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Acabados,Estuco,Estuco plástico,Bulto,13,30000,390000,12,14,12,-2,95000.0,1330000.0,1140000.0,190000.0,-14.0,Bogotá,Soleado,Ahorro,2025-07-31,2025-01-18,211,-194,485000.0
6,Centro Comercial Plaza Central,Comercial,Acabados,Pintura,Pintura,Galón,13,90000,1170000,10,11,10,-1,90000.0,990000.0,900000.0,90000.0,-9.0,Bogotá,Soleado,Ahorro,2025-07-22,2025-02-07,202,-165,1260000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Cimentación,Armado,Acero,Kg,99,4500,445500,25,23,25,2,130000.0,2990000.0,3250000.0,-260000.0,9.0,Bogotá,Lluvia,Sobrecosto,2025-08-02,2025-03-25,213,-130,575500.0
1,Urbanización Los Almendros,Residencial,Cimentación,Vaciado,Concreto,m3,7,350000,2450000,21,18,21,3,130000.0,2340000.0,2730000.0,-390000.0,17.0,Bogotá,Nublado,Sobrecosto,2025-07-23,2025-01-25,203,-179,2580000.0
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Acueducto,Punto agua,Punto,18,140000,2520000,18,18,18,0,120000.0,2160000.0,2160000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-07-29,2025-02-08,209,-171,2640000.0
3,Residencial Altos del Norte,Residencial,Instalaciones,Eléctrica,Punto eléctrico,Punto,13,120000,1560000,13,12,13,1,120000.0,1440000.0,1560000.0,-120000.0,8.0,Bogotá,Lluvia,Sobrecosto,2025-09-11,2025-02-24,253,-199,1680000.0
5,Residencial Jardines del Sur,Residencial,Acabados,Cielorraso,Drywall,Lámina,15,40000,600000,15,15,15,0,100000.0,1500000.0,1500000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-09-03,2025-02-09,245,-206,700000.0
8,Mall Gran Avenida,Comercial,Equipamiento,Instalación closet,MDF,Unidad,15,200000,3000000,7,7,7,0,110000.0,770000.0,770000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-07-10,2025-02-06,190,-154,3110000.0
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Accesorios baño,Juego sanitario,Unidad,7,300000,2100000,8,9,8,-1,100000.0,900000.0,800000.0,100000.0,-11.0,Bogotá,Soleado,Ahorro,2025-08-06,2025-02-27,217,-160,2200000.0
8,Mall Gran Avenida,Comercial,Cimentación,Vaciado,Concreto,m3,12,350000,4200000,16,15,16,1,130000.0,1950000.0,2080000.0,-130000.0,7.0,Bogotá,Lluvia,Sobrecosto,2025-07-16,2025-01-31,196,-166,4330000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Vaciado,Concreto,m3,5,350000,1750000,21,24,21,-3,130000.0,3120000.0,2730000.0,390000.0,-13.0,Bogotá,Soleado,Ahorro,2025-07-30,2025-03-01,210,-151,1880000.0
5,Residencial Jardines del Sur,Residencial,Estructura,Armado,Acero,Kg,92,4500,414000,23,29,23,-6,130000.0,3770000.0,2990000.0,780000.0,-21.0,Bogotá,Soleado,Ahorro,2025-08-27,2025-03-09,238,-171,544000.0
9,Centro Empresarial Nova,Comercial,Estructura,Armado,Acero,Kg,118,4500,531000,16,19,16,-3,130000.0,2470000.0,2080000.0,390000.0,-16.0,Bogotá,Soleado,Ahorro,2025-08-13,2025-02-18,224,-176,661000.0
8,Mall Gran Avenida,Comercial,Instalaciones,Acueducto,Punto agua,Punto,18,140000,2520000,13,16,13,-3,120000.0,1920000.0,1560000.0,360000.0,-19.0,Bogotá,Soleado,Ahorro,2025-07-14,2025-02-24,194,-140,2640000.0
4,Conjunto Horizonte Verde,Residencial,Instalaciones,Acueducto,Punto agua,Punto,8,140000,1120000,11,9,11,2,120000.0,1080000.0,1320000.0,-240000.0,22.0,Bogotá,Nublado,Sobrecosto,2025-08-02,2025-01-28,213,-186,1240000.0
6,Centro Comercial Plaza Central,Comercial,Equipamiento,Instalación cocina,MDF,Unidad,15,200000,3000000,13,14,13,-1,110000.0,1540000.0,1430000.0,110000.0,-7.0,Bogotá,Soleado,Ahorro,2025-07-16,2025-02-01,196,-165,3110000.0
3,Residencial Altos del Norte,Residencial,Equipamiento,Lavadero,Lavadero,Unidad,9,250000,2250000,5,5,5,0,95000.0,475000.0,475000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-09-12,2025-02-07,254,-217,2345000.0
6,Centro Comercial Plaza Central,Comercial,Estructura,Armado,Acero,Kg,114,4500,513000,25,30,25,-5,130000.0,3900000.0,3250000.0,650000.0,-17.0,Bogotá,Soleado,Ahorro,2025-07-19,2025-03-20,199,-121,643000.0
9,Centro Empresarial Nova,Comercial,Cimentación,Armado,Acero,Kg,97,4500,436500,20,21,20,-1,130000.0,2730000.0,2600000.0,130000.0,-5.0,Bogotá,Soleado,Ahorro,2025-08-08,2025-02-10,219,-179,566500.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,108,4500,486000,27,34,27,-7,130000.0,4420000.0,3510000.0,910000.0,-21.0,Bogotá,Soleado,Ahorro,2025-09-05,2025-01-29,247,-219,616000.0
2,Conjunto Cerrado Villa Campestre,Residencial,Equipamiento,Instalación closet,MDF,Unidad,7,200000,1400000,6,7,6,-1,110000.0,770000.0,660000.0,110000.0,-14.0,Bogotá,Soleado,Ahorro,2025-07-30,2025-02-28,210,-152,1510000.0
0,Conjunto Residencial Marsella,Residencial,Equipamiento,Instalación closet,MDF,Unidad,5,200000,1000000,10,10,10,0,110000.0,1100000.0,1100000.0,0.0,0.0,Bogotá,Nublado,En presupuesto,2025-08-04,2025-01-22,215,-194,1110000.0
5,Residencial Jardines del Sur,Residencial,Cimentación,Armado,Acero,Kg,111,4500,499500,21,21,21,0,130000.0,2730000.0,2730000.0,0.0,0.0,Bogotá,Soleado,En presupuesto,2025-08-28,2025-01-25,239,-215,629500.0
6,Centro Comercial Plaza Central,Comercial,Cimentación,Vaciado,Concreto,m3,8,350000,2800000,22,24,22,-2,130000.0,3120000.0,2860000.0,260000.0,-8.0,Bogotá,Nublado,Ahorro,2025-07-20,2025-02-12,200,-158,2930000.0
4,Conjunto Horizonte Verde,Residencial,Cimentación,Armado,Acero,Kg,107,4500,481500,19,24,19,-5,130000.0,3120000.0,2470000.0,650000.0,-21.0,Bogotá,Soleado,Ahorro,2025-08-04,2025-03-12,215,-145,611500.0
0,Conjunto Residencial Marsella,Residencial,Cimentación,Armado,Acero,Kg,107,4500,481500,24,28,24,-4,130000.0,3640000.0,3120000.0,520000.0,-14.0,Bogotá,Soleado,Ahorro,2025-08-06,2025-02-23,217,-164,611500.0
