proyecto,tipo_obra,fase,actividad,material,cantidad_material,costo_unitario,costo_material,horas_trabajadas,costo_mano_obra,costo_estimado,costo_real,diferencia_costo,porcentaje_desviacion,duracion_estimada,duracion_real,retraso_dias,ciudad,clima
Proyecto_28,Infraestructura,Acabados,Pintura,Pintura,,54831,2412564,,1997837,4394477.758709866,4410401,,,,,,Bogotá,
Proyecto_28,Infraestructura,Acabados,Pintura,Estuco,,37384,1345824,,1997837,3476755.3877079207,3343661,,,,,,Bogotá,
Proyecto_8,Comercial,Equipamiento,Baño,Sanitario,,172784,6911360,,1212342,7647961.609070851,8123702,,,,,,Bogotá,
Proyecto_8,Comercial,Equipamiento,Baño,Lavamanos,,179077,5193233,,1212342,6527911.201832871,6405575,,,,,,Bogotá,
Proyecto_16,Comercial,Acabados,Pintura,Pintura,,33762,101286,,2855993,3214729.2043001056,2957279,,,,,,Bogotá,
Proyecto_16,Comercial,Acabados,Pintura,Estuco,,35284,1658348,,2855993,4741438.59873733,4514341,,,,,,Bogotá,
Proyecto_25,Residencial,Estructura,Encofrado,Madera,,50047,1501410,,2482012,3773535.9429084174,3983422,,,,,,Bogotá,
Proyecto_8,Comercial,Instalaciones,Eléctrica,Cable,,44109,1676142,,1340944,3125729.3141401336,3017086,,,,,,Bogotá,
Proyecto_8,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,16080,353760,,1340944,1748760.0845079261,1694704,,,,,,Bogotá,
Proyecto_14,Residencial,Estructura,Encofrado,Madera,,84885,254655,,1174367,1420749.263038911,1429022,,,,,,Bogotá,
Proyecto_21,Infraestructura,Equipamiento,Baño,Sanitario,,43184,820496,,2222545,2918403.945328266,3043041,,,,,,Bogotá,
Proyecto_21,Infraestructura,Equipamiento,Baño,Lavamanos,,82935,746415,,2222545,3149949.2182722213,2968960,,,,,,Bogotá,
Proyecto_14,Residencial,Cimentación,Excavación,Arena,,104316,1982004,,2918802,4887286.831100394,4900806,,,,,,Bogotá,
Proyecto_14,Residencial,Cimentación,Excavación,Grava,,151334,151334,,2918802,2956675.6131085358,3070136,,,,,,Bogotá,
Proyecto_40,Infraestructura,Instalaciones,Eléctrica,Cable,,198264,4560072,,1849547,6399441.782914612,6409619,,,,,,Bogotá,
Proyecto_40,Infraestructura,Instalaciones,Eléctrica,Tubería eléctrica,,124554,124554,,1849547,2165951.0226928233,1974101,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Baño,Sanitario,,27034,513646,,1325558,1830730.0928563902,1839204,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Baño,Lavamanos,,167475,7368900,,1325558,9287109.839697016,8694458,,,,,,Bogotá,
Proyecto_38,Residencial,Estructura,Encofrado,Madera,,45562,956802,,2383645,3314664.472970586,3340447,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Enchape,Cerámica,,52387,1466836,,2622081,3805529.1951736743,4088917,,,,,,Bogotá,
Proyecto_28,Infraestructura,Estructura,Acero,Acero,,149317,1642487,,2598133,4221744.72671545,4240620,,,,,,Bogotá,
Proyecto_30,Comercial,Instalaciones,Eléctrica,Cable,,146125,6721750,,2964575,9628931.497391727,9686325,,,,,,Bogotá,
Proyecto_30,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,10617,509616,,2964575,3746535.8044662755,3474191,,,,,,Bogotá,
Proyecto_8,Comercial,Equipamiento,Cocina,Madera,,18686,112116,,2531977,2748555.0563724837,2644093,,,,,,Bogotá,
Proyecto_8,Comercial,Equipamiento,Cocina,Accesorios cocina,,49664,1936896,,2531977,4486230.513578702,4468873,,,,,,Bogotá,
Proyecto_15,Comercial,Cimentación,Pilotes,Cemento,,89322,2858304,,2320047,4714931.172569354,5178351,,,,,,Bogotá,
Proyecto_15,Comercial,Cimentación,Pilotes,Acero,,38765,775300,,2320047,3058698.361760973,3095347,,,,,,Bogotá,
Proyecto_36,Infraestructura,Estructura,Acero,Acero,,129922,1039376,,929566,1987966.9168445633,1968942,,,,,,Bogotá,
Proyecto_40,Infraestructura,Acabados,Enchape,Cerámica,,155649,3424278,,1307408,4783522.1319411835,4731686,,,,,,Bogotá,
Proyecto_31,Residencial,Instalaciones,Sanitaria,Tubo 2in,,134730,5523930,,2287666,7796404.140344044,7811596,,,,,,Bogotá,
Proyecto_31,Residencial,Instalaciones,Sanitaria,Tubo 4in,,149937,6897102,,2287666,8812141.733801452,9184768,,,,,,Bogotá,
Proyecto_2,Residencial,Equipamiento,Baño,Sanitario,,101658,2948082,,2429351,5242057.527890748,5377433,,,,,,Bogotá,
Proyecto_2,Residencial,Equipamiento,Baño,Lavamanos,,34565,691300,,2429351,3269647.4628977776,3120651,,,,,,Bogotá,
Proyecto_27,Residencial,Equipamiento,Baño,Sanitario,,11221,179536,,1321196,1468474.518423163,1500732,,,,,,Bogotá,
Proyecto_27,Residencial,Equipamiento,Baño,Lavamanos,,151500,4696500,,1321196,6370677.713879174,6017696,,,,,,Bogotá,
Proyecto_20,Infraestructura,Estructura,Encofrado,Madera,,54862,658344,,2646929,2994847.3225280335,3305273,,,,,,Bogotá,
Proyecto_29,Infraestructura,Estructura,Encofrado,Madera,,168652,1180564,,1234953,2347292.6416118057,2415517,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Sanitario,,43932,571116,,1636030,2242008.978603513,2207146,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Lavamanos,,129278,6334622,,1636030,8582058.656346494,7970652,,,,,,Bogotá,
Proyecto_21,Infraestructura,Cimentación,Excavación,Arena,,149195,6116995,,2456909,7798885.250946735,8573904,,,,,,Bogotá,
Proyecto_21,Infraestructura,Cimentación,Excavación,Grava,,70153,2595661,,2456909,5131753.844954168,5052570,,,,,,Bogotá,
Proyecto_15,Comercial,Acabados,Enchape,Cerámica,,44580,1114500,,2023270,3237748.4519299096,3137770,,,,,,Bogotá,
Proyecto_31,Residencial,Equipamiento,Baño,Sanitario,,27251,381514,,1458504,1874609.568907229,1840018,,,,,,Bogotá,
Proyecto_31,Residencial,Equipamiento,Baño,Lavamanos,,127194,5723730,,1458504,6622148.263514316,7182234,,,,,,Bogotá,
Proyecto_15,Comercial,Instalaciones,Sanitaria,Tubo 2in,,121559,1337149,,769596,2293550.577235086,2106745,,,,,,Bogotá,
Proyecto_15,Comercial,Instalaciones,Sanitaria,Tubo 4in,,77632,2018432,,769596,2850937.0267484966,2788028,,,,,,Bogotá,
Proyecto_14,Residencial,Acabados,Enchape,Cerámica,,173157,5887338,,2254259,7974926.328457618,8141597,,,,,,Bogotá,
Proyecto_25,Residencial,Cimentación,Pilotes,Cemento,,159901,6236139,,2532884,9183485.196417456,8769023,,,,,,Bogotá,
Proyecto_25,Residencial,Cimentación,Pilotes,Acero,,164581,5431173,,2532884,8686344.860958422,7964057,,,,,,Bogotá,
Proyecto_11,Infraestructura,Acabados,Pintura,Pintura,,184476,2767140,,961869,3439892.37875728,3729009,,,,,,Bogotá,
Proyecto_11,Infraestructura,Acabados,Pintura,Estuco,,70918,2765802,,961869,3835506.8545883787,3727671,,,,,,Bogotá,
Proyecto_30,Comercial,Estructura,Acero,Acero,,88806,3108210,,2926763,6075952.668488031,6034973,,,,,,Bogotá,
Proyecto_39,Comercial,Equipamiento,Cocina,Madera,,53757,1612710,,711262,2331421.3507713196,2323972,,,,,,Bogotá,
Proyecto_39,Comercial,Equipamiento,Cocina,Accesorios cocina,,62763,2949861,,711262,3620591.379686538,3661123,,,,,,Bogotá,
Proyecto_23,Comercial,Acabados,Pintura,Pintura,,35105,1474410,,713284,2392534.126087652,2187694,,,,,,Bogotá,
Proyecto_23,Comercial,Acabados,Pintura,Estuco,,132505,4902685,,713284,5717045.41509739,5615969,,,,,,Bogotá,
Proyecto_36,Infraestructura,Cimentación,Excavación,Arena,,32613,1011003,,1658845,2604096.6839755927,2669848,,,,,,Bogotá,
Proyecto_36,Infraestructura,Cimentación,Excavación,Grava,,58134,1744020,,1658845,3215952.151218783,3402865,,,,,,Bogotá,
Proyecto_33,Infraestructura,Estructura,Encofrado,Madera,,32363,355993,,2968060,3394801.5020200307,3324053,,,,,,Bogotá,
Proyecto_40,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,191999,2879985,,2697836,5748924.709109849,5577821,,,,,,Bogotá,
Proyecto_40,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,15728,220192,,2697836,3125246.493937984,2918028,,,,,,Bogotá,
Proyecto_31,Residencial,Acabados,Enchape,Cerámica,,118069,1298759,,1058699,2365918.32577962,2357458,,,,,,Bogotá,
Proyecto_7,Comercial,Cimentación,Excavación,Arena,,15372,660996,,732643,1330742.2648956284,1393639,,,,,,Bogotá,
Proyecto_7,Comercial,Cimentación,Excavación,Grava,,134661,6059745,,732643,6927353.865195023,6792388,,,,,,Bogotá,
Proyecto_3,Comercial,Instalaciones,Contra incendio,Tubería incendio,,97474,2339376,,2335543,4560191.275028801,4674919,,,,,,Bogotá,
Proyecto_15,Comercial,Cimentación,Excavación,Arena,,41460,621900,,830836,1413575.454824396,1452736,,,,,,Bogotá,
Proyecto_15,Comercial,Cimentación,Excavación,Grava,,29866,716784,,830836,1614652.5741132353,1547620,,,,,,Bogotá,
Proyecto_28,Infraestructura,Cimentación,Pilotes,Cemento,,111883,1230713,,2240322,3136532.1624663016,3471035,,,,,,Bogotá,
Proyecto_28,Infraestructura,Cimentación,Pilotes,Acero,,143816,2732504,,2240322,5278698.316772627,4972826,,,,,,Bogotá,
Proyecto_27,Residencial,Acabados,Enchape,Cerámica,,179023,3759483,,690343,4450374.238348589,4449826,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Baño,Sanitario,,149522,3588528,,2442096,5527335.584125338,6030624,,,,,,Bogotá,
Proyecto_28,Infraestructura,Equipamiento,Baño,Lavamanos,,95963,2399075,,2442096,4585140.215434698,4841171,,,,,,Bogotá,
Proyecto_35,Infraestructura,Estructura,Encofrado,Madera,,77891,2258839,,1461632,3387033.417052421,3720471,,,,,,Bogotá,
Proyecto_22,Residencial,Cimentación,Excavación,Arena,,69647,2716233,,517109,3255233.515574767,3233342,,,,,,Bogotá,
Proyecto_22,Residencial,Cimentación,Excavación,Grava,,187674,7694634,,517109,8785304.555482239,8211743,,,,,,Bogotá,
Proyecto_26,Comercial,Cimentación,Pilotes,Cemento,,169028,4394728,,2451720,7308468.388548468,6846448,,,,,,Bogotá,
Proyecto_26,Comercial,Cimentación,Pilotes,Acero,,31366,125464,,2451720,2489176.0934334467,2577184,,,,,,Bogotá,
Proyecto_34,Infraestructura,Instalaciones,Sanitaria,Tubo 2in,,165486,1489374,,2085548,3429436.9230391425,3574922,,,,,,Bogotá,
Proyecto_34,Infraestructura,Instalaciones,Sanitaria,Tubo 4in,,183706,9185300,,2085548,10853684.7089188,11270848,,,,,,Bogotá,
Proyecto_21,Infraestructura,Estructura,Encofrado,Madera,,80263,2327627,,2311624,4601617.246518002,4639251,,,,,,Bogotá,
Proyecto_39,Comercial,Instalaciones,Sanitaria,Tubo 2in,,100979,4746013,,1766327,6501074.2253783075,6512340,,,,,,Bogotá,
Proyecto_39,Comercial,Instalaciones,Sanitaria,Tubo 4in,,37535,300280,,1766327,1888826.4353070436,2066607,,,,,,Bogotá,
Proyecto_26,Comercial,Instalaciones,Sanitaria,Tubo 2in,,34080,886080,,1312248,2218457.7201192053,2198328,,,,,,Bogotá,
Proyecto_26,Comercial,Instalaciones,Sanitaria,Tubo 4in,,45032,585416,,1312248,1979227.130209808,1897664,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Pilotes,Cemento,,40193,1085211,,2588486,4036369.8845317783,3673697,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Pilotes,Acero,,48677,2190465,,2588486,5087667.31777259,4778951,,,,,,Bogotá,
Proyecto_11,Infraestructura,Estructura,Encofrado,Madera,,107707,3015796,,538295,3346910.452007666,3554091,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Excavación,Arena,,123240,4313400,,801281,5178439.740838574,5114681,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Excavación,Grava,,161126,3222520,,801281,3777693.0598311955,4023801,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Excavación,Arena,,94957,3038624,,570770,3308115.453799472,3609394,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Excavación,Grava,,108571,2605704,,570770,2910266.498771406,3176474,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Sanitario,,142055,852330,,1874776,2595031.03658398,2727106,,,,,,Bogotá,
Proyecto_12,Infraestructura,Equipamiento,Baño,Lavamanos,,75834,1365012,,1874776,3221288.0749344327,3239788,,,,,,Bogotá,
Proyecto_15,Comercial,Equipamiento,Baño,Sanitario,,127687,3702923,,2735092,7033082.956226046,6438015,,,,,,Bogotá,
Proyecto_15,Comercial,Equipamiento,Baño,Lavamanos,,121925,4389300,,2735092,7216762.82945244,7124392,,,,,,Bogotá,
Proyecto_4,Comercial,Equipamiento,Cocina,Madera,,168723,1181061,,2018034,3141062.8800407737,3199095,,,,,,Bogotá,
Proyecto_4,Comercial,Equipamiento,Cocina,Accesorios cocina,,80182,1042366,,2018034,2914700.124799682,3060400,,,,,,Bogotá,
Proyecto_9,Residencial,Cimentación,Pilotes,Cemento,,164350,1150450,,2201535,3366148.7105599483,3351985,,,,,,Bogotá,
Proyecto_9,Residencial,Cimentación,Pilotes,Acero,,181994,5641814,,2201535,7098208.558597631,7843349,,,,,,Bogotá,
Proyecto_10,Infraestructura,Acabados,Enchape,Cerámica,,76354,2443328,,1787458,4041782.8067579214,4230786,,,,,,Bogotá,
Proyecto_19,Comercial,Cimentación,Excavación,Arena,,21032,630960,,2668639,3026634.128220795,3299599,,,,,,Bogotá,
Proyecto_19,Comercial,Cimentación,Excavación,Grava,,16852,438152,,2668639,3075413.230852223,3106791,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Baño,Sanitario,,151361,2573137,,2490589,4923520.279504215,5063726,,,,,,Bogotá,
Proyecto_5,Comercial,Equipamiento,Baño,Lavamanos,,13679,506123,,2490589,3183210.4352194294,2996712,,,,,,Bogotá,
Proyecto_23,Comercial,Estructura,Acero,Acero,,76935,2000310,,1327275,3015167.63520356,3327585,,,,,,Bogotá,
Proyecto_17,Infraestructura,Cimentación,Excavación,Arena,,127301,127301,,2051671,2314993.61051723,2178972,,,,,,Bogotá,
Proyecto_17,Infraestructura,Cimentación,Excavación,Grava,,63990,2303640,,2051671,3967072.1768021174,4355311,,,,,,Bogotá,
Proyecto_28,Infraestructura,Cimentación,Pilotes,Cemento,,47740,1288980,,998701,2295082.3978482364,2287681,,,,,,Bogotá,
Proyecto_28,Infraestructura,Cimentación,Pilotes,Acero,,145927,6858569,,998701,7501428.867877783,7857270,,,,,,Bogotá,
Proyecto_37,Residencial,Estructura,Encofrado,Madera,,23986,383776,,1780400,2156856.130906513,2164176,,,,,,Bogotá,
Proyecto_40,Infraestructura,Cimentación,Pilotes,Cemento,,121608,5472360,,2554010,7361580.842740651,8026370,,,,,,Bogotá,
Proyecto_40,Infraestructura,Cimentación,Pilotes,Acero,,162190,1946280,,2554010,4503131.830982734,4500290,,,,,,Bogotá,
Proyecto_36,Infraestructura,Estructura,Encofrado,Madera,,137647,4404704,,2473136,6674458.873667537,6877840,,,,,,Bogotá,
Proyecto_34,Infraestructura,Instalaciones,Eléctrica,Cable,,181183,7972052,,927903,9121257.758206664,8899955,,,,,,Bogotá,
Proyecto_34,Infraestructura,Instalaciones,Eléctrica,Tubería eléctrica,,154051,2310765,,927903,3101229.235628237,3238668,,,,,,Bogotá,
Proyecto_32,Comercial,Equipamiento,Baño,Sanitario,,83641,3680204,,508876,3819281.940931293,4189080,,,,,,Bogotá,
Proyecto_32,Comercial,Equipamiento,Baño,Lavamanos,,174333,5229990,,508876,5184574.766607438,5738866,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Cemento,,12776,638800,,2535246,3466509.817785849,3174046,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Acero,,128679,2058864,,2535246,4783815.895965904,4594110,,,,,,Bogotá,
Proyecto_32,Comercial,Instalaciones,Eléctrica,Cable,,23375,490875,,1360939,1744692.339047874,1851814,,,,,,Bogotá,
Proyecto_32,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,195205,9565045,,1360939,11023863.86837884,10925984,,,,,,Bogotá,
Proyecto_29,Infraestructura,Instalaciones,Contra incendio,Tubería incendio,,160547,2568752,,2699662,5462832.1882239515,5268414,,,,,,Bogotá,
Proyecto_13,Infraestructura,Equipamiento,Cocina,Madera,,44571,1649127,,1742839,3429568.239886776,3391966,,,,,,Bogotá,
Proyecto_13,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,129213,904491,,1742839,2795001.347128055,2647330,,,,,,Bogotá,
Proyecto_10,Infraestructura,Estructura,Acero,Acero,,120826,483304,,2812710,3296207.896481756,3296014,,,,,,Bogotá,
Proyecto_19,Comercial,Equipamiento,Baño,Sanitario,,47888,2011296,,2956616,4978214.986661885,4967912,,,,,,Bogotá,
Proyecto_19,Comercial,Equipamiento,Baño,Lavamanos,,196738,7279306,,2956616,9689701.20064584,10235922,,,,,,Bogotá,
Proyecto_29,Infraestructura,Estructura,Acero,Acero,,44062,1894666,,2533980,4802010.988401409,4428646,,,,,,Bogotá,
Proyecto_34,Infraestructura,Acabados,Enchape,Cerámica,,19283,250679,,2506342,2545453.477636431,2757021,,,,,,Bogotá,
Proyecto_4,Comercial,Acabados,Pintura,Pintura,,32287,290583,,2234429,2420814.594778068,2525012,,,,,,Bogotá,
Proyecto_4,Comercial,Acabados,Pintura,Estuco,,169324,3047832,,2234429,5334800.931038806,5282261,,,,,,Bogotá,
Proyecto_38,Residencial,Acabados,Enchape,Cerámica,,140450,5898900,,1113219,6839749.509063469,7012119,,,,,,Bogotá,
Proyecto_13,Infraestructura,Equipamiento,Baño,Sanitario,,133974,535896,,638428,1188097.0325142464,1174324,,,,,,Bogotá,
Proyecto_13,Infraestructura,Equipamiento,Baño,Lavamanos,,105229,4630076,,638428,5414193.239933721,5268504,,,,,,Bogotá,
Proyecto_8,Comercial,Estructura,Encofrado,Madera,,188683,943415,,1886711,2808326.407386966,2830126,,,,,,Bogotá,
Proyecto_36,Infraestructura,Equipamiento,Cocina,Madera,,197946,2375352,,1550163,4006540.25553954,3925515,,,,,,Bogotá,
Proyecto_36,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,166139,1661390,,1550163,3509155.119243397,3211553,,,,,,Bogotá,
Proyecto_26,Comercial,Estructura,Acero,Acero,,65277,2023587,,1496424,3250275.156101562,3520011,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Baño,Sanitario,,175660,8080360,,1189238,9569504.787825104,9269598,,,,,,Bogotá,
Proyecto_14,Residencial,Equipamiento,Baño,Lavamanos,,12616,492024,,1189238,1831344.4750250918,1681262,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Pilotes,Cemento,,133086,2794806,,948870,3832443.152386534,3743676,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Pilotes,Acero,,71137,1991836,,948870,2723599.0325178513,2940706,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Excavación,Arena,,151904,6835680,,1328985,7591992.148289373,8164665,,,,,,Bogotá,
Proyecto_23,Comercial,Cimentación,Excavación,Grava,,89640,4033800,,1328985,4883888.492733362,5362785,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Enchape,Cerámica,,126869,1776166,,2002384,4029618.2710207375,3778550,,,,,,Bogotá,
Proyecto_37,Residencial,Cimentación,Pilotes,Cemento,,30434,1095624,,2323871,3306047.191780771,3419495,,,,,,Bogotá,
Proyecto_37,Residencial,Cimentación,Pilotes,Acero,,149394,1493940,,2323871,4054816.8295242907,3817811,,,,,,Bogotá,
Proyecto_5,Comercial,Instalaciones,Eléctrica,Cable,,67135,402810,,2708177,3198174.170944141,3110987,,,,,,Bogotá,
Proyecto_5,Comercial,Instalaciones,Eléctrica,Tubería eléctrica,,20163,423423,,2708177,3178525.132661208,3131600,,,,,,Bogotá,
Proyecto_31,Residencial,Cimentación,Excavación,Arena,,93280,1585760,,695719,2079222.4289282572,2281479,,,,,,Bogotá,
Proyecto_31,Residencial,Cimentación,Excavación,Grava,,176948,1238636,,695719,2049139.7643151868,1934355,,,,,,Bogotá,
Proyecto_31,Residencial,Acabados,Pintura,Pintura,,79818,3591810,,801745,4453033.642324842,4393555,,,,,,Bogotá,
Proyecto_31,Residencial,Acabados,Pintura,Estuco,,81574,3018238,,801745,3773327.2808081745,3819983,,,,,,Bogotá,
Proyecto_33,Infraestructura,Equipamiento,Cocina,Madera,,187346,187346,,1136962,1354953.1518576143,1324308,,,,,,Bogotá,
Proyecto_33,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,88971,622797,,1136962,1742074.5744210351,1759759,,,,,,Bogotá,
Proyecto_4,Comercial,Equipamiento,Baño,Sanitario,,128640,5531520,,1063422,6411793.8809825145,6594942,,,,,,Bogotá,
Proyecto_4,Comercial,Equipamiento,Baño,Lavamanos,,118527,2844648,,1063422,3566103.7378733843,3908070,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Pintura,Pintura,,133299,1066392,,1441374,2414446.6091293804,2507766,,,,,,Bogotá,
Proyecto_7,Comercial,Acabados,Pintura,Estuco,,92517,2775510,,1441374,4345254.117586223,4216884,,,,,,Bogotá,
Proyecto_19,Comercial,Equipamiento,Cocina,Madera,,140194,1962716,,537245,2599127.9669074677,2499961,,,,,,Bogotá,
Proyecto_19,Comercial,Equipamiento,Cocina,Accesorios cocina,,70655,2755545,,537245,3617803.2145527476,3292790,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Excavación,Arena,,133492,2135872,,1302929,3456343.692746767,3438801,,,,,,Bogotá,
Proyecto_39,Comercial,Cimentación,Excavación,Grava,,57904,2200352,,1302929,3438878.0427953475,3503281,,,,,,Bogotá,
Proyecto_30,Comercial,Equipamiento,Cocina,Madera,,119804,3833728,,982748,4460374.288946718,4816476,,,,,,Bogotá,
Proyecto_30,Comercial,Equipamiento,Cocina,Accesorios cocina,,173259,2252367,,982748,3419761.978150306,3235115,,,,,,Bogotá,
Proyecto_39,Comercial,Acabados,Pintura,Pintura,,103820,4152800,,2152891,6610541.823370708,6305691,,,,,,Bogotá,
Proyecto_39,Comercial,Acabados,Pintura,Estuco,,75151,2479983,,2152891,4539555.290480617,4632874,,,,,,Bogotá,
Proyecto_3,Comercial,Instalaciones,Sanitaria,Tubo 2in,,111340,2115460,,2063099,3810425.912801188,4178559,,,,,,Bogotá,
Proyecto_3,Comercial,Instalaciones,Sanitaria,Tubo 4in,,95181,4378326,,2063099,6676528.08217243,6441425,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Cocina,Madera,,186878,6914486,,2012601,8260144.018907255,8927087,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Cocina,Accesorios cocina,,39202,901646,,2012601,2723566.574066685,2914247,,,,,,Bogotá,
Proyecto_19,Comercial,Estructura,Encofrado,Madera,,115075,3797475,,2297910,6240245.869017356,6095385,,,,,,Bogotá,
Proyecto_25,Residencial,Cimentación,Pilotes,Cemento,,27452,686300,,814084,1612709.8006218753,1500384,,,,,,Bogotá,
Proyecto_25,Residencial,Cimentación,Pilotes,Acero,,177439,3548780,,814084,4384825.137379816,4362864,,,,,,Bogotá,
Proyecto_13,Infraestructura,Acabados,Pintura,Pintura,,73428,2055984,,1296750,3093987.4463816527,3352734,,,,,,Bogotá,
Proyecto_13,Infraestructura,Acabados,Pintura,Estuco,,136890,1505790,,1296750,2985197.7829237278,2802540,,,,,,Bogotá,
Proyecto_1,Infraestructura,Acabados,Pintura,Pintura,,57410,1320430,,1114192,2414091.6340435715,2434622,,,,,,Bogotá,
Proyecto_1,Infraestructura,Acabados,Pintura,Estuco,,25028,650728,,1114192,1612265.0660375284,1764920,,,,,,Bogotá,
Proyecto_2,Residencial,Instalaciones,Sanitaria,Tubo 2in,,141243,5225991,,1318776,6785576.8567996165,6544767,,,,,,Bogotá,
Proyecto_2,Residencial,Instalaciones,Sanitaria,Tubo 4in,,101277,4557465,,1318776,6359023.08061868,5876241,,,,,,Bogotá,
Proyecto_26,Comercial,Estructura,Encofrado,Madera,,97718,1758924,,2646916,4635468.148254734,4405840,,,,,,Bogotá,
Proyecto_37,Residencial,Cimentación,Pilotes,Cemento,,100316,902844,,2261858,3451036.2969647227,3164702,,,,,,Bogotá,
Proyecto_37,Residencial,Cimentación,Pilotes,Acero,,103019,1751323,,2261858,3840765.4224382085,4013181,,,,,,Bogotá,
Proyecto_2,Residencial,Estructura,Encofrado,Madera,,66068,2973060,,1909352,5164246.670974367,4882412,,,,,,Bogotá,
Proyecto_18,Residencial,Cimentación,Pilotes,Cemento,,21704,21704,,1597324,1701856.0455231366,1619028,,,,,,Bogotá,
Proyecto_18,Residencial,Cimentación,Pilotes,Acero,,159371,2390565,,1597324,3620625.3654414867,3987889,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Cemento,,53924,970632,,906176,1850044.151856654,1876808,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Pilotes,Acero,,150896,6186736,,906176,7773485.045348684,7092912,,,,,,Bogotá,
Proyecto_26,Comercial,Instalaciones,Sanitaria,Tubo 2in,,162580,4389660,,815842,5022627.657543418,5205502,,,,,,Bogotá,
Proyecto_26,Comercial,Instalaciones,Sanitaria,Tubo 4in,,184855,9242750,,815842,10087791.872720782,10058592,,,,,,Bogotá,
Proyecto_30,Comercial,Estructura,Acero,Acero,,93606,1965726,,2119787,4250334.320399948,4085513,,,,,,Bogotá,
Proyecto_22,Residencial,Instalaciones,Sanitaria,Tubo 2in,,153027,5049891,,1543866,7167057.326646751,6593757,,,,,,Bogotá,
Proyecto_22,Residencial,Instalaciones,Sanitaria,Tubo 4in,,55932,1677960,,1543866,3080387.788445667,3221826,,,,,,Bogotá,
Proyecto_28,Infraestructura,Acabados,Enchape,Cerámica,,33494,100482,,2786863,2662665.13988618,2887345,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Sanitario,,135184,3109232,,2963673,6334379.47520399,6072905,,,,,,Bogotá,
Proyecto_34,Infraestructura,Equipamiento,Baño,Lavamanos,,58870,2119320,,2963673,4920289.224575479,5082993,,,,,,Bogotá,
Proyecto_6,Residencial,Cimentación,Excavación,Arena,,134807,808842,,1430430,2348273.473131732,2239272,,,,,,Bogotá,
Proyecto_6,Residencial,Cimentación,Excavación,Grava,,12024,529056,,1430430,1886168.0670336473,1959486,,,,,,Bogotá,
Proyecto_15,Comercial,Estructura,Acero,Acero,,85619,85619,,1136679,1337879.6387767862,1222298,,,,,,Bogotá,
Proyecto_1,Infraestructura,Instalaciones,Contra incendio,Tubería incendio,,11476,206568,,2506325,2661383.9588335077,2712893,,,,,,Bogotá,
Proyecto_24,Residencial,Estructura,Acero,Acero,,153044,2142616,,1886199,3895464.799011348,4028815,,,,,,Bogotá,
Proyecto_37,Residencial,Equipamiento,Baño,Sanitario,,43975,1187325,,2174157,3335839.4929203205,3361482,,,,,,Bogotá,
Proyecto_37,Residencial,Equipamiento,Baño,Lavamanos,,162020,4536560,,2174157,6723296.02744336,6710717,,,,,,Bogotá,
Proyecto_1,Infraestructura,Estructura,Encofrado,Madera,,63113,2145842,,2087301,4236040.987760263,4233143,,,,,,Bogotá,
Proyecto_11,Infraestructura,Cimentación,Excavación,Arena,,56962,2563290,,724908,3614503.9211822767,3288198,,,,,,Bogotá,
